South Florida,Pittsburgh,17,44,241,232,202,307
Houston,UTEP,49,42,471,300,239,271
Utah State,BYU,24,27,122,251,284,200
Kentucky,LSU,7,35,102,169,89,179
Ball State,Oklahoma,6,62,95,448,119,208
Nevada,Boise State,10,30,131,162,59,169
UCLA,Stanford,19,45,207,240,141,202
Nebraska,Wisconsin,17,48,183,270,159,231
Clemson,Virginia Tech,23,3,213,156,119,133
Texas A&M,Arkansas,38,42,247,541,381,71
Baylor,Kansas State,35,36,372,174,83,210
Texas,Iowa State,37,14,272,273,145,129
Minnesota,Michigan,0,58,120,225,73,363
SMU,TCU,40,33,363,308,112,150
Georgia Tech,NC State,45,35,120,210,296,195
Bowling Green,West Virginia,10,55,125,286,103,360
Northwestern,Illinois,35,38,177,416,169,82
Oregon State,Arizona State,20,35,368,286,47,108
Mississippi State,Georgia,10,24,194,175,56,155
Penn State,Indiana,16,10,273,191,193,72
Rutgers,Syracuse,19,16,352,178,5,126
Toledo,Temple,36,13,158,192,157,145
Tulane,Army,6,45,109,70,125,353
Texas Tech,Kansas,45,34,373,244,164,239
Air Force,Navy,35,34,136,136,223,334
Wake Forest,Boston College,27,19,288,202,104,148
Buffalo,Tennessee,10,41,140,351,148,199
Akron,Eastern Michigan,23,31,173,101,139,228
Cincinnati,Miami (OH),27,0,269,314,147,-3
Kent State,Ohio,10,17,142,290,83,96
Northern Illinois,Central Michigan,41,48,380,390,217,176
Idaho,Virginia,20,21,209,367,103,161
Michigan State,Ohio State,10,7,250,207,71,35
Towson,Maryland,3,28,235,137,161,198
Marshall,Louisville,17,13,247,241,117,60
Arizona,USC,41,48,433,468,129,114
Washington State,Colorado,31,27,396,193,79,161
Western Michigan,Connecticut,38,31,498,309,11,151
San Jose State,Colorado State,38,31,330,395,137,71
Arkansas State,Western Kentucky,26,22,464,167,25,152
Florida Atlantic,Louisiana,34,37,236,337,105,130
North Texas,Tulsa,24,41,277,314,130,98
Washington,Utah,31,14,246,323,185,17
UAB,Troy,23,24,196,349,160,172
Memphis,Middle Tennessee,31,38,230,286,165,200
Hawai'i,Louisiana Tech,44,26,432,344,84,63
Duke,Florida Intl,31,27,335,409,49,176
Rice,Southern Mississippi,24,48,212,289,33,370
Notre Dame,Purdue,38,10,264,204,287,84
New Mexico State,New Mexico,42,28,301,285,242,163
Ole Miss,Fresno State,38,28,221,299,216,163
