North Carolina,Miami,10,47,114,125,215,229
Memphis,Tulane,24,40,246,178,31,318
UCLA,Colorado,16,38,138,268,151,209
Louisiana,Alabama,14,56,88,340,200,268
Tennessee,Georgia,12,38,143,190,66,251
Syracuse,Clemson,23,27,250,176,61,293
Ohio State,Penn State,27,26,270,286,119,206
Ole Miss,LSU,16,45,178,292,150,281
Baylor,Oklahoma,33,66,416,432,77,175
Stanford,Notre Dame,17,38,174,278,55,272
Southern Mississippi,Auburn,13,24,215,245,45,96
BYU,Washington,7,35,160,277,34,187
West Virginia,Texas Tech,42,34,370,295,119,168
Pittsburgh,UCF,14,45,163,328,109,240
Michigan,Northwestern,20,17,196,174,180,28
South Carolina,Kentucky,10,24,193,132,128,195
Texas,Kansas State,19,14,228,110,111,107
Oregon,California,42,24,225,186,260,241
Central Michigan,Michigan State,20,31,182,185,63,160
Virginia Tech,Duke,31,14,332,256,81,71
Florida,Mississippi State,13,6,239,98,118,104
Arkansas,Texas A&M,17,24,193,201,55,176
Indiana,Rutgers,24,17,288,193,163,98
Army,Buffalo,42,13,91,152,281,103
Oklahoma State,Kansas,48,28,312,247,256,121
Temple,Boston College,35,45,261,148,191,275
Bowling Green,Georgia Tech,17,63,330,160,63,372
Virginia,NC State,21,35,258,257,93,176
UMass,Ohio,42,58,410,270,41,394
UL Monroe,Georgia State,14,46,137,179,125,308
Kent State,Ball State,24,52,314,446,147,160
Cincinnati,UConn,49,7,339,181,320,85
Old Dominion,East Carolina,35,37,250,313,21,179
Coastal Carolina,Troy,21,45,172,185,145,282
Western Michigan,Miami (OH),40,39,439,294,123,55
South Alabama,Appalachian State,7,52,225,169,83,348
Rice,Wake Forest,24,56,103,243,267,171
Purdue,Nebraska,42,28,328,323,188,259
Florida State,Louisville,28,24,294,306,76,115
Tennessee State,Vanderbilt,27,31,269,297,104,256
Nevada,Air Force,28,25,259,96,177,154
Utah,Washington State,24,28,118,445,204,0
Liberty,New Mexico,52,43,472,369,96,211
Arkansas State,Georgia Southern,21,28,376,61,117,348
Northern Illinois,Eastern Michigan,26,23,121,180,235,62
Houston Baptist,SMU,27,63,241,409,60,244
UTEP,UTSA,21,30,143,187,154,91
Florida Atlantic,Middle Tennessee,24,25,154,259,272,137
Boise State,Wyoming,34,14,345,214,161,81
Hawai'i,San Jose State,44,41,341,451,134,39
Charlotte,UAB,7,28,202,214,69,119
Iowa State,TCU,14,17,79,182,119,117
Arkansas-Pine Bluff,Florida International,9,55,110,393,172,220
Louisiana Tech,North Texas,29,27,230,296,129,131
Marshall,Western Kentucky,20,17,288,263,113,61
Oregon State,Arizona State,24,52,145,162,261,396
USC,Arizona,24,20,197,232,253,98
Toledo,Fresno State,27,49,238,368,137,186
