Western Michigan,Ball State,41,42,187,282,361,67
Buffalo,Ohio,17,52,120,209,157,437
Miami (OH),Northern Illinois,13,7,107,157,94,212
Toledo,Kent State,56,34,133,314,384,183
Tulane,Houston,17,48,147,190,212,298
Florida Atlantic,North Texas,38,41,294,303,195,208
Boise State,New Mexico,45,14,222,103,227,159
Memphis,SMU,28,18,226,341,208,25
The Citadel,Alabama,17,50,0,371,275,190
Duke,Clemson,6,35,158,251,104,208
Syracuse,Notre Dame,3,36,115,292,119,171
Indiana,Michigan,20,31,195,250,190,257
UMass,Georgia,27,66,287,275,103,426
Kansas,Oklahoma,40,55,176,272,348,294
Rice,LSU,10,42,101,372,97,180
Arizona,Washington State,28,69,304,482,127,123
West Virginia,Oklahoma State,41,45,364,338,189,266
Ohio State,Maryland,52,51,405,196,283,339
Cincinnati,UCF,13,38,127,268,252,134
Idaho,Florida,10,63,73,399,154,201
Penn State,Rutgers,20,7,183,46,139,188
Iowa State,Texas,10,24,148,226,62,179
Middle Tennessee,Kentucky,23,34,293,121,99,203
Oregon State,Washington,23,42,229,228,134,275
Utah,Colorado,30,7,221,162,169,34
Boston College,Florida State,21,22,297,322,125,156
Arkansas,Mississippi State,6,52,150,188,69,287
Northwestern,Minnesota,24,14,230,197,95,109
Utah State,Colorado State,29,24,169,307,141,199
South Florida,Temple,17,27,82,264,184,73
Colgate,Army,14,28,63,25,188,261
Michigan State,Nebraska,6,9,146,145,143,103
TCU,Baylor,16,9,151,163,160,140
Pittsburgh,Wake Forest,34,13,316,206,154,79
NC State,Louisville,52,10,354,157,164,254
Florida International,Charlotte,42,35,294,253,196,281
VMI,Old Dominion,14,77,216,170,72,339
Georgia State,Appalachian State,17,45,132,296,197,228
UTSA,Marshall,0,23,163,387,-26,118
Western Carolina,North Carolina,26,49,300,358,133,296
UL Monroe,Arkansas State,17,31,218,246,58,158
Nevada,San Jose State,21,12,314,170,149,30
Tulsa,Navy,29,37,206,15,164,389
Texas State,Troy,7,12,155,79,129,141
Louisiana Tech,Southern Mississippi,20,21,243,226,68,54
Wisconsin,Purdue,47,44,160,386,385,76
Bowling Green,Akron,21,6,178,148,221,79
Virginia,Georgia Tech,27,30,273,37,130,268
Miami,Virginia Tech,38,14,171,216,168,119
Texas Tech,Kansas State,6,21,150,213,31,154
Iowa,Illinois,63,0,197,82,203,134
Missouri,Tennessee,50,17,257,173,227,82
USC,UCLA,27,34,337,166,112,313
Liberty,Auburn,0,53,79,191,55,340
Air Force,Wyoming,27,35,53,262,362,111
Georgia Southern,Coastal Carolina,41,17,33,115,409,74
South Alabama,Louisiana,38,48,254,197,223,210
UConn,East Carolina,21,55,183,242,91,415
UAB,Texas A&M,20,41,306,192,111,252
Ole Miss,Vanderbilt,29,36,457,191,121,196
Chattanooga,South Carolina,9,49,256,364,78,238
UTEP,Western Kentucky,16,40,342,214,50,208
New Mexico State,BYU,10,45,264,193,48,317
San Diego State,Fresno State,14,23,218,267,64,123
Arizona State,Oregon,29,31,182,262,142,187
UNLV,Hawai'i,28,35,87,328,221,83
