Duquesne,UMass,15,63,123,290,130,282
Prairie View,Rice,28,31,244,87,140,310
Hawai'i,Colorado State,43,34,418,537,199,116
Wyoming,New Mexico State,29,7,137,144,312,-9
UCF,UConn,56,17,356,266,296,220
New Mexico State,Minnesota,10,48,233,227,38,295
Central Connecticut,Ball State,6,42,117,336,174,316
Kennesaw State,Georgia State,20,24,201,187,181,128
Southeastern Louisiana,UL Monroe,31,34,365,346,72,208
Northwestern,Purdue,31,27,235,270,166,202
Wake Forest,Tulane,23,17,378,281,154,155
Savannah State,UAB,0,52,23,263,155,285
Missouri State,Oklahoma State,17,58,150,301,110,431
Weber State,Utah,10,41,13,319,46,268
Northwestern State,Texas A&M,7,59,230,255,21,503
UC Davis,San Jose State,44,38,446,365,143,141
Western Kentucky,Wisconsin,3,34,181,257,124,234
Utah State,Michigan State,31,38,319,287,25,165
San Diego State,Stanford,10,31,113,332,150,50
Syracuse,Western Michigan,55,42,226,379,334,242
Monmouth,Eastern Michigan,17,51,199,302,187,171
Army,Duke,14,34,197,197,168,184
Portland State,Nevada,19,72,241,420,107,216
Colorado,Colorado State,45,13,338,181,258,103
Louisville,Alabama,14,51,252,297,16,222
Furman,Clemson,7,48,46,282,117,249
Austin Peay,Georgia,0,45,61,224,91,284
Oregon State,Ohio State,31,77,196,346,196,375
Washington,Auburn,16,21,296,273,102,147
Florida Atlantic,Oklahoma,14,63,192,334,132,316
Appalachian State,Penn State,38,45,292,229,159,205
Michigan,Notre Dame,17,24,249,170,58,132
UNLV,USC,21,43,97,282,308,219
Southern,TCU,7,55,101,264,84,235
West Virginia,Tennessee,40,14,429,172,118,129
Stephen F. Austin,Mississippi State,6,63,177,398,77,220
Boise State,Troy,56,20,305,255,111,124
Texas,Maryland,29,34,263,264,142,143
Bowling Green,Oregon,24,58,253,292,136,212
Kent State,Illinois,24,31,270,190,183,279
Texas State,Rutgers,7,35,100,205,69,218
Coastal Carolina,South Carolina,15,49,112,294,126,263
Ole Miss,Texas Tech,47,27,336,322,210,164
James Madison,NC State,13,24,202,309,163,83
Villanova,Temple,19,17,254,205,151,46
Houston,Rice,45,27,320,292,257,147
Alcorn State,Georgia Tech,0,41,69,104,77,439
UMass,Boston College,21,55,250,326,66,272
Stony Brook,Air Force,0,38,45,29,30,333
Howard,Ohio,32,38,484,277,161,146
Albany,Pittsburgh,7,33,263,169,60,238
Central Michigan,Kentucky,20,35,137,128,118,299
Washington State,Wyoming,41,19,319,67,75,139
Northern Illinois,Iowa,7,33,110,143,101,209
North Carolina,California,17,24,137,119,164,160
UT Martin,Missouri,14,51,183,394,94,164
Eastern Illinois,Arkansas,20,55,230,353,127,80
Richmond,Virginia,13,42,191,191,34,301
Marshall,Miami (OH),35,28,272,357,171,87
Old Dominion,Liberty,10,52,172,353,129,238
Fordham,Charlotte,10,34,296,267,-9,221
Elon,South Florida,14,34,42,367,192,148
Delaware State,Buffalo,10,48,76,200,199,154
South Carolina State,Georgia Southern,6,37,31,29,120,319
Grambling,Louisiana,17,49,159,241,145,315
VMI,Toledo,3,66,174,390,51,213
Southeast Missouri State,Arkansas State,21,48,163,497,122,179
Mercer,Memphis,14,66,114,428,60,324
Central Arkansas,Tulsa,27,38,165,196,82,274
Louisiana Tech,South Alabama,30,26,209,91,231,217
Jackson State,Southern Mississippi,7,55,98,255,101,202
Cincinnati,UCLA,26,17,110,162,194,144
Indiana,Florida International,38,28,252,157,213,170
Nicholls,Kansas,26,23,142,199,187,56
South Dakota,Kansas State,24,27,257,152,77,256
Charleston Southern,Florida,6,53,3,241,222,205
Middle Tennessee,Vanderbilt,7,35,178,170,116,176
SMU,North Texas,23,46,252,461,4,68
Northern Arizona,UTEP,30,10,211,127,107,102
Abilene Christian,Baylor,27,55,246,311,220,295
Incarnate Word,New Mexico,30,62,322,361,244,319
Idaho,Fresno State,13,79,205,247,102,239
UTSA,Arizona State,7,49,218,237,2,266
BYU,Arizona,28,23,209,197,183,129
Navy,Hawai'i,41,59,85,436,326,86
Miami,LSU,17,33,259,140,83,156
North Carolina A&T,East Carolina,28,23,187,314,82,68
Virginia Tech,Florida State,24,3,207,233,112,94
