Appalachian State,Arkansas State,35,9,144,219,246,117
Georgia Southern,Texas State,15,13,51,135,164,107
Texas Tech,TCU,17,14,202,290,151,121
South Florida,Tulsa,25,24,237,79,250,220
Air Force,San Diego State,17,21,62,213,214,84
Arizona,Utah,10,42,246,265,72,230
Missouri,Alabama,10,39,142,380,70,184
Georgia,LSU,16,36,209,200,113,275
Minnesota,Ohio State,14,30,218,412,178,92
Pittsburgh,Notre Dame,14,19,126,264,116,80
West Virginia,Iowa State,14,30,100,254,52,244
Washington,Oregon,27,30,243,202,194,177
Michigan State,Penn State,21,17,295,192,123,205
Baylor,Texas,17,23,240,219,88,170
UCF,Memphis,31,30,296,209,165,281
Wisconsin,Michigan,13,38,100,124,183,320
Florida,Vanderbilt,37,27,284,229,292,107
Miami,Virginia,13,16,190,92,149,143
Colorado,USC,20,31,170,283,95,51
Tennessee,Auburn,30,24,328,322,68,126
Texas A&M,South Carolina,26,23,353,223,105,76
Rutgers,Maryland,7,34,8,85,171,290
Iowa,Indiana,42,16,320,263,159,67
Nebraska,Northwestern,31,34,251,455,231,32
Oklahoma State,Kansas State,12,31,184,130,127,291
Akron,Buffalo,6,24,115,212,120,223
Toledo,Eastern Michigan,26,28,147,183,229,229
Duke,Georgia Tech,28,14,206,125,98,229
Louisville,Boston College,20,38,170,179,47,251
UAB,Rice,42,0,274,136,208,50
Troy,Liberty,16,22,160,238,133,103
Southern Mississippi,North Texas,7,30,317,292,50,165
Kent State,Miami (OH),6,31,149,209,125,295
Western Michigan,Bowling Green,42,35,271,379,277,132
Ball State,Central Michigan,24,23,202,127,157,261
Ohio,Northern Illinois,21,24,275,145,46,255
Temple,Navy,24,17,300,14,109,270
Western Kentucky,Charlotte,14,40,214,237,42,211
Marshall,Old Dominion,42,20,182,296,319,106
Army,San Jose State,52,3,54,135,341,36
Purdue,Illinois,46,7,384,181,227,69
New Mexico,Colorado State,18,20,170,311,134,112
UNLV,Utah State,28,59,250,377,154,221
Alabama State,South Alabama,7,45,134,211,85,185
New Mexico State,Louisiana,38,66,284,415,122,344
UL Monroe,Coastal Carolina,45,20,224,167,242,272
Houston,East Carolina,42,20,249,374,157,41
Virginia Tech,North Carolina,22,19,221,287,154,235
Louisiana Tech,UTSA,31,3,309,201,75,85
UCLA,California,37,7,141,179,207,131
Ole Miss,Arkansas,37,33,387,177,224,300
Middle Tennessee,Florida International,21,24,142,311,187,70
Hawai'i,BYU,23,49,248,194,63,280
Wyoming,Fresno State,3,27,117,287,104,104
Boise State,Nevada,31,27,299,304,207,82
