Georgia State,Arkansas State,35,51,299,257,123,273
Stanford,Arizona State,20,13,231,353,127,84
Colorado State,Boise State,28,56,373,322,116,150
Air Force,UNLV,41,35,217,261,355,139
Alabama,Tennessee,58,21,327,227,218,31
Ohio State,Purdue,20,49,470,378,76,161
NC State,Clemson,7,41,193,380,104,91
Mississippi State,LSU,3,19,59,129,201,110
Michigan,Michigan State,21,7,212,79,183,15
Oklahoma,TCU,52,27,213,163,323,112
UCF,East Carolina,37,10,111,406,316,90
Oregon,Washington State,20,34,270,323,58,77
Vanderbilt,Kentucky,7,14,216,18,68,280
Colorado,Washington,13,27,144,150,119,201
Penn State,Indiana,33,28,243,330,174,224
Maryland,Iowa,0,23,47,86,68,224
Cincinnati,Temple,17,24,111,237,200,80
UConn,South Florida,30,38,133,265,322,346
Illinois,Wisconsin,20,49,90,188,210,357
Buffalo,Toledo,31,17,326,137,137,158
Tulsa,Arkansas,0,23,127,131,133,196
Auburn,Ole Miss,31,16,215,324,269,123
Northwestern,Rutgers,18,15,150,81,128,107
Miami (OH),Army,30,31,329,0,77,347
North Carolina,Syracuse,37,40,321,406,179,140
Virginia,Duke,28,14,198,262,178,58
Idaho State,Liberty,41,48,397,362,234,190
Bowling Green,Ohio,14,49,214,205,103,392
Utah State,Wyoming,24,16,53,100,141,231
Florida Atlantic,Marshall,7,31,240,102,119,233
Charlotte,Middle Tennessee,13,21,209,111,150,33
Eastern Michigan,Ball State,42,20,257,157,163,227
Western Michigan,Central Michigan,35,10,51,122,305,147
Coastal Carolina,UMass,24,13,219,390,279,63
Houston,Navy,49,36,413,178,157,349
SMU,Tulane,27,23,291,153,36,168
Akron,Kent State,24,23,219,198,143,173
Louisiana,Appalachian State,17,27,188,106,140,266
UTEP,Louisiana Tech,24,31,284,156,72,169
Wake Forest,Florida State,17,38,273,353,96,132
Minnesota,Nebraska,28,53,349,276,125,383
Kansas,Texas Tech,16,48,221,441,98,112
Memphis,Missouri,33,65,208,373,200,273
California,Oregon State,49,7,234,146,305,95
Georgia Southern,New Mexico State,48,31,77,295,389,148
UTSA,Southern Mississippi,17,27,117,269,57,218
Texas State,UL Monroe,14,20,115,124,127,229
Fresno State,New Mexico,38,7,280,132,153,148
Rice,Florida International,17,36,115,229,125,217
North Texas,UAB,21,29,336,189,64,203
Old Dominion,Western Kentucky,37,34,327,257,181,207
USC,Utah,28,41,132,341,73,200
Arizona,UCLA,30,31,231,307,289,153
San Jose State,San Diego State,13,16,233,86,62,207
Nevada,Hawai'i,40,22,261,259,220,112
