1.0,50.0,109,128,21,161,146,104,6.0,100.0,74,64,40,117,80,53,6.0
1.0,100.0,110,33,96,148,120,13,7.0,50.0,88,55,108,138,70,43,7.0
1.0,50.0,111,114,110,133,106,150,7.0,17.0,2,52,2,130,59,96,7.0
0.0,50.0,91,48,83,24,44,62,7.0,50.0,81,46,98,54,66,103,6.0
1.0,50.0,82,38,75,77,68,49,8.0,50.0,10,42,70,89,22,48,7.0
1.0,50.0,7,115,10,111,27,116,6.0,3.0,3,73,4,135,62,118,7.0
1.0,5.0,19,43,16,74,64,78,7.0,50.0,20,57,147,22,6,98,8.0
0.0,6.0,1,5,59,85,17,17,4.0,50.0,56,62,25,140,79,18,6.0
1.0,50.0,22,88,12,134,101,66,6.0,7.0,4,31,101,107,5,91,7.0
0.0,9.0,9,28,7,151,75,32,6.0,8.0,40,27,158,124,24,14,7.0
0.0,10.0,21,41,14,59,89,111,7.0,50.0,92,40,152,46,65,58,7.0
1.0,11.0,61,7,54,16,94,11,7.0,14.0,26,61,143,31,10,84,6.0
0.0,12.0,48,20,86,86,29,9,7.0,50.0,84,72,36,141,138,47,6.0
0.0,13.0,38,10,90,6,31,36,5.0,50.0,90,65,43,64,156,80,7.0
1.0,15.0,6,9,64,21,13,55,6.0,50.0,102,17,162,45,50,38,7.0
0.0,50.0,37,54,51,116,15,52,7.0,16.0,14,58,17,184,19,3,5.0
1.0,50.0,66,29,115,63,36,69,7.0,18.0,32,11,94,47,14,79,6.0
1.0,50.0,68,21,79,51,33,22,8.0,19.0,103,6,109,41,57,21,8.0
0.0,50.0,94,139,71,98,78,149,6.0,20.0,8,89,5,83,67,140,6.0
1.0,50.0,133,140,93,114,158,131,7.0,21.0,36,47,30,105,98,76,7.0
0.0,22.0,53,18,53,36,69,7,6.0,50.0,59,12,135,25,30,26,6.0
1.0,50.0,120,94,131,82,142,154,7.0,23.0,72,85,136,97,39,123,6.0
1.0,50.0,44,172,68,176,35,156,6.0,24.0,58,66,88,67,46,45,6.0
0.0,25.0,16,39,6,27,112,46,6.0,50.0,71,13,67,52,155,37,7.0
1.0,50.0,50,82,44,91,129,93,7.0,50.0,28,24,15,88,110,8,7.0
0.0,50.0,73,105,58,129,56,106,7.0,50.0,114,121,78,72,83,153,8.0
1.0,50.0,83,78,84,172,134,27,6.0,50.0,140,19,92,70,119,24,7.0
1.0,50.0,147,110,87,156,132,139,7.0,50.0,138,99,114,142,128,82,8.0
0.0,50.0,106,120,39,93,126,110,8.0,50.0,141,135,121,62,124,141,7.0
1.0,50.0,78,75,48,55,91,132,8.0,50.0,163,84,167,35,168,60,7.0
1.0,50.0,121,116,104,154,99,144,7.0,50.0,51,49,33,48,105,151,7.0
0.0,50.0,34,136,141,71,3,148,7.0,50.0,145,164,106,153,118,163,7.0
0.0,50.0,127,70,111,139,131,92,7.0,50.0,113,79,76,92,81,135,6.0
0.0,50.0,129,69,142,66,76,87,6.0,100.0,128,109,65,126,127,33,6.0
1.0,50.0,33,50,47,120,84,88,7.0,50.0,132,137,150,99,86,128,7.0
1.0,50.0,46,101,175,80,4,136,7.0,50.0,57,45,46,94,53,74,7.0
1.0,50.0,126,93,77,29,92,147,7.0,50.0,131,76,31,30,176,125,7.0
1.0,50.0,62,36,18,123,117,28,7.0,50.0,52,104,56,170,43,56,7.0
1.0,50.0,100,133,49,60,121,97,8.0,50.0,104,141,29,50,164,146,5.0
1.0,50.0,54,67,27,103,147,44,7.0,50.0,70,68,52,119,87,30,7.0
1.0,100.0,181,130,155,90,178,143,1.0,50.0,85,108,186,81,2,126,7.0
1.0,50.0,139,123,102,171,154,115,7.0,50.0,75,16,62,23,48,10,6.0
1.0,50.0,108,112,50,125,108,102,6.0,50.0,77,80,72,152,93,35,7.0
0.0,50.0,25,91,11,155,130,25,7.0,100.0,119,96,85,150,167,75,7.0
1.0,50.0,101,107,91,69,133,138,6.0,50.0,143,150,156,169,102,83,6.0
1.0,50.0,35,51,24,18,61,39,5.0,50.0,99,127,107,112,54,127,7.0
0.0,50.0,95,23,112,44,47,77,7.0,50.0,137,77,165,33,85,142,7.0
1.0,50.0,89,102,26,122,136,68,7.0,50.0,107,44,105,115,135,16,7.0
1.0,50.0,118,111,116,166,113,81,8.0,50.0,41,26,22,79,55,31,6.0
0.0,50.0,45,71,95,113,109,42,7.0,50.0,49,113,32,102,52,133,6.0
0.0,100.0,23,25,45,61,25,63,7.0,50.0,64,90,63,145,82,119,6.0
0.0,50.0,43,97,41,37,12,120,6.0,50.0,76,103,38,78,104,124,7.0
0.0,50.0,55,106,82,101,37,137,6.0,50.0,60,59,99,40,49,152,6.0
1.0,50.0,39,119,3,159,144,89,6.0,50.0,31,122,55,163,51,71,7.0
