Arizona,Oregon,50,2,0
UCF,Houston,50,50,0
Florida Atlantic,Florida Intl,50,100,1
Utah State,BYU,50,18,0
Louisville,Syracuse,50,50,0
San Diego State,Fresno State,50,50,1
Wake Forest,Florida State,50,1,1
Alabama,Ole Miss,3,11,1
Oklahoma,TCU,4,25,1
LSU,Auburn,15,5,1
Texas A&M,Mississippi State,6,12,1
Baylor,Texas,7,50,0
Utah,UCLA,50,8,0
Stanford,Notre Dame,14,9,1
Nebraska,Michigan State,19,10,1
Vanderbilt,Georgia,50,13,1
Arizona State,USC,50,16,0
Wisconsin,Northwestern,17,50,1
Ohio State,Maryland,20,50,0
Iowa State,Oklahoma State,50,21,1
SMU,East Carolina,50,22,1
Texas Tech,Kansas State,50,23,1
Florida,Tennessee,50,50,0
Purdue,Illinois,50,50,0
Marshall,Old Dominion,50,50,0
Southern Mississippi,Middle Tennessee,100,50,1
Ball State,Army,50,50,1
Virginia Tech,North Carolina,50,50,0
Eastern Michigan,Akron,50,50,1
North Texas,Indiana,50,50,1
UMass,Miami (OH),50,50,1
Tulsa,Colorado State,50,50,1
NC State,Clemson,50,50,1
Ohio,Central Michigan,50,50,1
Buffalo,Bowling Green,50,50,1
New Mexico,UT San Antonio,50,100,0
Navy,Air Force,50,50,1
Oregon State,Colorado,50,50,0
Kansas,West Virginia,50,50,1
Kent State,Northern Illinois,50,50,1
South Alabama,Appalachian State,50,50,0
Louisiana Monroe,Arkansas State,100,50,1
Georgia State,Louisiana,50,50,1
Hawai'i,Rice,50,50,1
Idaho,Texas State,100,50,1
Toledo,Western Michigan,50,50,0
Michigan,Rutgers,50,50,1
UAB,Western Kentucky,50,50,0
UTEP,Louisiana Tech,50,50,1
Memphis,Cincinnati,50,50,0
Miami,Georgia Tech,50,50,1
Pittsburgh,Virginia,50,50,1
South Carolina,Kentucky,50,50,1
Georgia Southern,New Mexico State,50,50,0
UNLV,San Jose State,50,50,1
Boise State,Nevada,50,50,0
California,Washington State,50,50,0
