Hawai'i,Louisiana Tech,6,27,349,103,-7,352
Southern Mississippi,UAB,17,30,258,28,111,222
Pittsburgh,Louisville,35,10,248,233,162,101
Alabama,Kentucky,38,20,150,178,204,133
UC Davis,Boise State,16,34,209,294,28,101
Virginia Tech,Duke,34,26,333,376,150,38
USC,California,30,3,291,212,174,86
Oklahoma,Miami,20,21,207,232,153,140
Ohio State,Indiana,33,14,201,235,212,18
Cincinnati,Miami (OH),37,13,270,349,164,30
SMU,TCU,14,39,282,195,-16,229
Houston,UTEP,41,58,537,276,128,305
Arkansas State,Iowa,21,24,228,296,80,124
Penn State,Illinois,35,17,175,285,338,130
Washington State,Oregon,6,52,74,199,107,318
Ole Miss,Vanderbilt,23,7,244,92,160,171
Michigan,Michigan State,20,26,261,229,28,197
Clemson,Maryland,21,24,225,247,81,69
Wisconsin,Minnesota,31,28,159,313,295,57
Virginia,North Carolina,16,3,177,145,106,39
South Florida,Syracuse,34,20,212,284,125,75
East Carolina,Marshall,21,17,131,138,155,179
Tulane,Army,17,16,180,26,120,196
Toledo,Ball State,37,30,433,278,57,76
Northwestern,Purdue,27,21,244,325,87,62
Temple,Eastern Michigan,24,12,145,233,242,50
Kansas State,Iowa State,24,23,217,164,154,207
UCLA,Stanford,16,24,214,222,95,174
Florida State,Boston College,21,28,350,212,71,188
NC State,Wake Forest,24,30,280,400,104,30
Central Michigan,Buffalo,20,13,275,216,144,223
Memphis,UCF,14,32,283,214,67,261
Air Force,Navy,13,16,57,36,183,173
Western Michigan,Northern Illinois,3,38,178,135,73,255
Washington,Notre Dame,30,37,303,441,176,108
New Mexico,Texas Tech,28,48,332,507,115,34
Florida Intl,Louisiana Monroe,35,48,317,293,77,304
Wyoming,Florida Atlantic,30,28,246,277,198,113
Ohio,Bowling Green,44,37,203,405,216,84
UNLV,Nevada,28,63,283,214,70,559
South Carolina State,South Carolina,14,38,156,180,170,213
Kent State,Baylor,15,31,259,230,165,158
Oregon State,Arizona State,28,17,224,344,79,68
Texas A&M,Arkansas,19,47,354,281,113,163
Tulsa,Rice,27,10,283,164,134,47
Auburn,Tennessee,26,22,235,259,224,151
New Mexico State,San Diego State,17,34,173,153,88,108
Colorado State,Idaho,29,31,297,363,139,70
