0.0,50.0,26,70,76,71,23,64,6.0,50.0,56,85,35,80,29,91,6.0
1.0,50.0,104,84,90,49,86,105,6.0,50.0,60,42,91,78,44,86,6.0
1.0,50.0,31,15,33,9,61,21,6.0,50.0,98,86,105,92,74,95,7.0
1.0,50.0,19,41,40,74,22,54,7.0,50.0,52,30,60,61,13,34,7.0
1.0,50.0,61,67,108,60,36,81,7.0,1.0,13,1,57,4,15,14,6.0
1.0,50.0,89,28,53,28,54,52,6.0,2.0,3,3,11,2,27,28,6.0
1.0,50.0,45,50,27,41,81,20,6.0,4.0,7,23,81,73,11,7,7.0
0.0,21.0,50,40,55,20,21,43,7.0,5.0,8,34,31,99,16,19,7.0
0.0,6.0,42,26,84,84,39,18,7.0,25.0,9,75,1,100,119,30,7.0
1.0,50.0,100,25,72,53,112,42,7.0,7.0,14,12,29,14,24,56,6.0
0.0,8.0,1,8,3,10,7,36,6.0,50.0,113,68,111,36,99,88,6.0
0.0,9.0,29,27,18,46,70,55,7.0,50.0,78,46,30,62,78,26,7.0
1.0,10.0,16,16,2,67,98,23,7.0,15.0,64,11,96,1,18,44,7.0
1.0,50.0,102,80,65,11,67,85,6.0,11.0,34,33,97,110,8,47,7.0
0.0,50.0,35,51,42,40,53,69,7.0,14.0,95,5,82,3,105,6,7.0
1.0,50.0,46,59,44,30,87,63,7.0,16.0,4,103,5,101,26,109,7.0
0.0,17.0,5,88,4,106,65,41,6.0,50.0,81,98,48,107,82,39,6.0
1.0,50.0,107,119,86,57,76,114,7.0,18.0,22,60,79,115,4,46,7.0
0.0,19.0,25,7,24,45,93,29,5.0,50.0,87,111,73,113,97,97,6.0
0.0,20.0,18,2,15,8,69,3,7.0,50.0,114,89,113,43,108,68,5.0
1.0,24.0,10,35,87,86,10,61,6.0,50.0,67,43,117,88,28,25,7.0
0.0,50.0,17,49,19,114,71,51,6.0,50.0,30,72,74,120,64,2,5.0
0.0,50.0,24,48,14,39,94,100,8.0,50.0,108,96,66,97,110,58,8.0
1.0,50.0,55,69,58,96,57,72,7.0,50.0,72,20,80,26,40,16,7.0
0.0,50.0,33,18,116,24,5,27,7.0,50.0,99,76,94,54,56,53,7.0
1.0,50.0,65,74,69,69,92,35,6.0,50.0,66,53,119,27,6,96,6.0
1.0,50.0,120,95,114,90,115,106,7.0,50.0,51,38,38,58,91,67,7.0
0.0,50.0,58,73,101,63,20,83,7.0,50.0,62,10,45,15,32,66,7.0
0.0,50.0,118,115,92,13,106,119,8.0,50.0,121,79,109,21,107,113,7.0
1.0,50.0,111,64,88,111,89,98,7.0,50.0,76,118,9,104,114,50,6.0
1.0,50.0,94,100,68,35,90,94,6.0,50.0,70,56,98,109,100,12,7.0
0.0,50.0,68,44,95,68,66,48,7.0,50.0,109,91,102,72,72,110,8.0
1.0,50.0,86,58,103,59,62,90,6.0,50.0,92,90,21,89,113,99,6.0
1.0,50.0,54,116,83,33,31,116,6.0,50.0,74,54,107,55,17,75,7.0
0.0,50.0,77,4,104,5,49,1,7.0,50.0,38,97,25,77,80,104,6.0
1.0,50.0,93,94,63,82,68,102,6.0,50.0,63,57,77,50,50,59,6.0
1.0,50.0,39,61,47,93,47,60,7.0,50.0,83,31,85,47,45,15,7.0
0.0,50.0,41,102,16,119,79,40,7.0,50.0,69,55,39,6,34,79,7.0
0.0,50.0,84,45,61,79,96,24,7.0,50.0,101,110,118,85,14,108,6.0
0.0,50.0,59,109,62,25,46,117,7.0,50.0,82,112,70,65,60,120,6.0
1.0,50.0,53,77,32,83,59,65,6.0,50.0,96,37,115,108,48,10,7.0
1.0,50.0,37,81,22,16,33,115,7.0,50.0,90,78,17,70,104,87,6.0
0.0,50.0,47,65,50,23,35,112,6.0,50.0,85,32,99,51,95,17,7.0
0.0,50.0,40,22,110,22,12,73,6.0,50.0,79,108,49,103,101,76,6.0
1.0,50.0,91,120,8,121,111,80,7.0,50.0,44,52,41,17,25,84,7.0
0.0,50.0,27,93,56,116,41,71,6.0,50.0,97,106,26,117,117,70,6.0
