1.0,50.0,114,117,96,62,95,132,3.0,16.0,20,32,81,15,43,9,4.0
1.0,50.0,11,61,42,32,5,81,4.0,50.0,127,100,123,169,83,117,4.0
1.0,50.0,148,137,138,103,130,105,3.0,50.0,27,31,37,88,50,86,3.0
1.0,50.0,78,126,114,77,45,171,3.0,1.0,3,5,19,90,48,30,4.0
1.0,50.0,74,54,132,51,46,63,4.0,2.0,16,8,98,42,18,42,4.0
1.0,50.0,10,40,74,133,9,54,4.0,3.0,31,18,48,16,31,25,4.0
0.0,4.0,2,24,8,52,30,74,4.0,9.0,1,39,82,41,10,102,4.0
1.0,50.0,23,131,14,175,81,121,4.0,5.0,68,16,143,116,89,17,4.0
1.0,50.0,41,64,24,53,78,94,4.0,6.0,17,44,39,84,40,100,4.0
1.0,7.0,76,11,61,107,156,49,4.0,8.0,65,37,92,98,70,78,4.0
1.0,100.0,38,22,10,12,127,57,3.0,10.0,47,4,141,83,53,27,4.0
1.0,20.0,112,26,157,56,110,77,4.0,11.0,89,6,51,21,103,80,4.0
0.0,12.0,22,3,5,58,87,41,3.0,25.0,5,92,2,155,64,82,4.0
1.0,50.0,115,94,168,75,41,122,4.0,13.0,9,29,28,24,7,156,3.0
0.0,14.0,24,14,115,10,42,22,4.0,50.0,117,96,26,126,145,53,3.0
1.0,50.0,52,62,45,34,57,93,3.0,17.0,50,9,162,43,11,28,4.0
0.0,18.0,66,47,70,119,98,38,4.0,50.0,135,84,134,104,111,107,4.0
0.0,19.0,14,73,29,128,47,8,4.0,24.0,70,38,121,38,77,56,3.0
1.0,50.0,163,68,172,14,142,126,4.0,21.0,81,56,49,182,143,1,3.0
0.0,50.0,32,60,65,179,22,15,3.0,22.0,39,17,117,70,38,59,4.0
0.0,50.0,28,20,130,18,63,118,4.0,23.0,36,12,78,17,19,45,4.0
1.0,50.0,105,115,112,137,99,14,4.0,50.0,37,52,30,161,21,13,4.0
0.0,50.0,75,50,102,23,72,103,4.0,50.0,161,145,171,85,124,148,4.0
0.0,50.0,109,72,180,121,3,55,4.0,50.0,33,41,58,78,101,76,4.0
0.0,50.0,19,58,23,142,33,34,4.0,50.0,79,30,163,45,52,85,4.0
1.0,50.0,83,49,120,66,132,89,4.0,50.0,21,74,66,76,28,75,4.0
1.0,50.0,102,159,85,26,168,196,4.0,50.0,73,105,183,44,2,101,4.0
1.0,50.0,60,23,105,55,39,36,4.0,50.0,54,10,6,109,153,29,3.0
1.0,50.0,53,147,89,94,105,152,5.0,50.0,59,132,90,194,94,91,3.0
1.0,50.0,122,119,60,184,91,67,4.0,50.0,151,143,108,153,148,162,4.0
1.0,50.0,97,129,111,165,73,139,4.0,50.0,130,69,88,92,51,115,4.0
0.0,50.0,42,13,137,20,29,46,4.0,50.0,108,176,104,192,58,186,4.0
1.0,50.0,98,127,32,156,141,151,4.0,50.0,103,51,40,71,116,43,3.0
1.0,50.0,69,121,166,64,23,170,3.0,50.0,49,88,101,122,82,73,4.0
0.0,50.0,40,99,72,30,32,133,4.0,50.0,149,82,147,69,129,71,4.0
1.0,50.0,80,156,109,162,131,135,4.0,50.0,6,42,43,22,26,33,3.0
1.0,50.0,88,144,125,183,67,104,4.0,50.0,56,120,76,173,15,98,4.0
0.0,50.0,82,80,22,148,97,68,4.0,50.0,144,138,153,96,69,84,3.0
0.0,50.0,136,75,55,149,157,18,4.0,50.0,154,78,158,68,140,123,4.0
0.0,50.0,30,146,38,166,93,83,4.0,50.0,61,76,182,159,6,7,3.0
1.0,50.0,131,2,69,2,112,35,3.0,50.0,25,43,3,25,173,21,4.0
0.0,50.0,116,109,35,11,109,185,3.0,50.0,35,118,118,110,56,168,3.0
1.0,50.0,87,97,47,36,62,146,4.0,50.0,99,34,187,49,24,108,3.0
0.0,50.0,164,79,173,108,160,70,4.0,50.0,72,63,25,79,136,145,4.0
1.0,50.0,173,116,178,28,84,164,4.0,50.0,150,133,156,157,164,65,4.0
1.0,50.0,58,158,77,129,36,149,4.0,50.0,111,150,86,127,147,111,3.0
0.0,50.0,15,66,7,60,74,72,3.0,50.0,141,77,169,106,107,48,4.0
0.0,50.0,26,106,11,117,117,114,5.0,50.0,138,130,75,197,190,60,3.0
1.0,50.0,106,111,106,124,119,19,4.0,50.0,43,65,129,5,8,137,3.0
1.0,50.0,145,46,68,97,177,47,3.0,50.0,44,53,84,72,49,50,4.0
0.0,50.0,45,86,20,31,90,97,3.0,50.0,13,19,16,80,96,20,4.0
0.0,50.0,77,85,50,141,155,39,3.0,50.0,142,81,63,73,128,106,4.0
1.0,50.0,63,157,53,139,71,177,4.0,50.0,96,33,59,89,134,66,4.0
0.0,50.0,113,90,57,86,151,110,4.0,50.0,51,98,52,93,20,124,4.0
1.0,50.0,8,110,44,105,68,125,3.0,50.0,18,21,79,48,106,40,3.0
