Bowling Green,Ball State,50,50,0
Ohio,Northern Illinois,50,50,0
South Florida,UCF,50,50,0
Texas Tech,Texas,50,50,0
Iowa,Nebraska,4,50,0
Baylor,TCU,7,19,1
Navy,Houston,15,50,1
Oregon State,Oregon,50,17,1
Washington State,Washington,20,50,1
Western Michigan,Toledo,50,24,0
Miami,Pittsburgh,50,50,0
Marshall,Western Kentucky,50,50,1
Eastern Michigan,Central Michigan,50,50,1
Troy,Georgia State,50,50,1
Missouri,Arkansas,50,50,1
Boise State,San Jose State,50,50,0
UMass,Buffalo,50,50,0
Tulsa,Tulane,50,50,0
Clemson,South Carolina,1,50,0
Alabama,Auburn,2,50,0
Oklahoma,Oklahoma State,3,11,0
Penn State,Michigan State,50,5,1
Notre Dame,Stanford,6,9,1
Ohio State,Michigan,8,10,0
Florida State,Florida,13,12,0
North Carolina,NC State,14,50,0
Northwestern,Illinois,16,50,0
Ole Miss,Mississippi State,18,21,0
UCLA,USC,22,50,1
Colorado,Utah,50,23,1
Connecticut,Temple,100,25,1
Iowa State,West Virginia,50,50,1
Cincinnati,East Carolina,50,50,0
SMU,Memphis,50,50,1
Indiana,Purdue,50,50,0
Maryland,Rutgers,50,50,0
Southern Mississippi,Louisiana Tech,100,50,0
Florida Atlantic,Old Dominion,50,50,0
Virginia Tech,Virginia,50,50,0
Georgia,Georgia Tech,50,50,0
Louisville,Kentucky,50,50,0
Boston College,Syracuse,50,50,1
Duke,Wake Forest,50,50,0
UNLV,Wyoming,50,50,1
Louisiana,Appalachian State,50,50,1
South Alabama,Georgia Southern,50,50,1
Middle Tennessee,UT San Antonio,50,100,0
Charlotte,Rice,50,50,1
BYU,Utah State,50,50,0
Arkansas State,New Mexico State,50,50,0
Vanderbilt,Tennessee,50,50,1
Kansas State,Kansas,50,50,0
Texas State,Idaho,50,100,1
Texas A&M,LSU,50,50,1
Colorado State,Fresno State,50,50,0
Air Force,New Mexico,50,50,1
Nevada,San Diego State,50,50,1
Louisiana Monroe,Hawai'i,100,50,1
