TCU,449.0,275.0,3790.0,2307.0,2193.0,1794.0,10
Minnesota,250.0,282.0,2347.0,2110.0,1662.0,1802.0,11
Alcorn State,6.0,69.0,106.0,77.0,166.0,476.0,1
Georgia Tech,344.0,296.0,1380.0,2211.0,2880.0,1803.0,11
UT San Antonio,264.0,363.0,2181.0,3045.0,1874.0,1828.0,11
Arizona,397.0,408.0,2938.0,3138.0,2422.0,2094.0,11
North Carolina,402.0,201.0,2796.0,1862.0,2128.0,1964.0,10
South Carolina,217.0,269.0,2089.0,2014.0,1654.0,2225.0,10
Florida Intl,306.0,358.0,2854.0,2652.0,1319.0,2216.0,12
UCF,164.0,408.0,2130.0,3005.0,888.0,2109.0,11
Oklahoma State,438.0,264.0,3735.0,2563.0,1320.0,1624.0,10
Central Michigan,287.0,237.0,3352.0,2059.0,1028.0,1559.0,11
Elon,3.0,41.0,100.0,388.0,51.0,203.0,1
Wake Forest,188.0,268.0,2401.0,2150.0,1150.0,1784.0,11
VMI,36.0,48.0,444.0,338.0,103.0,229.0,1
Ball State,267.0,382.0,2465.0,3271.0,1730.0,2369.0,11
Villanova,15.0,20.0,189.0,202.0,114.0,105.0,1
Connecticut,210.0,210.0,2197.0,2083.0,1486.0,1823.0,11
Western Kentucky,423.0,244.0,3542.0,2329.0,1555.0,1715.0,10
Vanderbilt,154.0,199.0,1853.0,2296.0,1654.0,1387.0,11
Michigan,323.0,164.0,2311.0,1737.0,1521.0,1052.0,10
Utah,319.0,206.0,1907.0,2519.0,1938.0,1176.0,10
Southern Utah,9.0,12.0,111.0,110.0,52.0,140.0,1
Utah State,328.0,273.0,2192.0,1881.0,1813.0,1801.0,11
Duke,339.0,268.0,2761.0,2405.0,1984.0,1609.0,11
Tulane,202.0,390.0,2072.0,2434.0,1202.0,2105.0,11
UC Davis,44.0,78.0,478.0,435.0,258.0,425.0,2
Nevada,279.0,251.0,1677.0,2103.0,2264.0,1656.0,10
New Hampshire,13.0,43.0,60.0,422.0,126.0,285.0,1
San Jose State,313.0,298.0,2457.0,1646.0,2043.0,2287.0,11
Abilene Christian,13.0,34.0,213.0,217.0,34.0,225.0,1
Fresno State,236.0,423.0,1958.0,2453.0,1426.0,2555.0,11
Colorado,258.0,323.0,2704.0,2479.0,1592.0,2220.0,11
Hawai'i,201.0,437.0,2385.0,2484.0,1371.0,2976.0,12
Baylor,538.0,279.0,3507.0,2493.0,2934.0,1566.0,10
SMU,333.0,485.0,2556.0,2604.0,1941.0,2939.0,11
Washington,243.0,191.0,2133.0,1947.0,1241.0,1375.0,9
Boise State,413.0,233.0,3458.0,2357.0,1911.0,1274.0,11
Charlotte,169.0,398.0,1648.0,2606.0,1638.0,1865.0,10
Georgia State,266.0,276.0,3279.0,2152.0,884.0,1760.0,9
Rhode Island,0.0,47.0,60.0,114.0,4.0,312.0,1
Syracuse,307.0,355.0,1795.0,3071.0,1803.0,1952.0,11
Fordham,37.0,35.0,322.0,133.0,123.0,256.0,1
Army,248.0,313.0,920.0,2412.0,2794.0,1783.0,11
Weber State,7.0,26.0,120.0,110.0,58.0,281.0,1
Oregon State,186.0,392.0,1710.0,2706.0,1900.0,2398.0,11
Wisconsin,294.0,136.0,2672.0,1807.0,1520.0,1122.0,11
Alabama,385.0,159.0,2403.0,2059.0,2188.0,856.0,11
Louisville,308.0,268.0,2784.0,2257.0,1602.0,1333.0,11
Auburn,283.0,272.0,1682.0,2248.0,2058.0,1852.0,10
