Western Kentucky,Troy,31,26,255,254,112,120
UTEP,Tulsa,11,33,376,198,31,281
Arizona State,Colorado,51,17,332,180,261,75
Navy,Central Michigan,31,13,134,151,238,70
Alabama,Missouri,42,10,171,126,348,3
South Carolina,LSU,21,23,177,148,34,258
Florida,Vanderbilt,31,17,77,237,326,126
West Virginia,Texas Tech,14,49,278,508,130,168
Kansas State,Iowa State,27,21,187,166,177,65
Stanford,Notre Dame,13,20,125,184,147,150
Ohio State,Indiana,52,49,225,352,353,129
Oregon State,BYU,42,24,332,305,118,81
USC,Washington,24,14,167,198,204,101
Boston College,Florida State,7,51,129,448,96,201
Texas,Oklahoma,21,63,215,334,74,343
Louisville,Pittsburgh,45,35,304,287,156,93
Tennessee,Mississippi State,31,41,148,308,213,141
Syracuse,Rutgers,15,23,356,152,58,85
Fordham,Cincinnati,17,49,262,262,42,210
Texas A&M,Louisiana Tech,59,57,395,450,283,165
Fresno State,Boise State,10,20,266,120,56,215
Illinois,Michigan,0,45,29,174,105,353
UAB,Houston,17,39,339,380,35,186
Iowa,Michigan State,19,16,134,179,123,149
Northwestern,Minnesota,21,13,67,169,208,158
Kent State,Army,31,17,84,132,283,325
Wisconsin,Purdue,38,14,178,124,467,128
Auburn,Ole Miss,20,41,112,251,101,200
Duke,Virginia Tech,20,41,307,256,22,269
Temple,Connecticut,17,14,132,293,202,88
Toledo,Eastern Michigan,52,47,401,301,254,323
SMU,Tulane,26,27,275,302,196,40
Akron,Ohio,28,34,298,189,158,252
Nevada,UNLV,42,37,167,243,329,193
Maryland,Virginia,27,20,237,218,-2,168
Western Michigan,Ball State,24,30,202,265,222,168
Utah,UCLA,14,21,244,183,75,171
Miami (OH),Bowling Green,12,37,253,235,3,251
Buffalo,Northern Illinois,3,45,263,241,73,219
Oklahoma State,Kansas,20,14,255,211,116,187
Utah State,San Jose State,49,27,273,467,212,4
Memphis,East Carolina,7,41,166,308,115,61
Middle Tennessee,Florida Intl,34,30,267,380,256,142
Colorado State,San Diego State,14,38,214,181,121,218
Kentucky,Arkansas,7,49,104,372,66,161
Idaho,Texas State,7,38,211,182,104,307
Air Force,Wyoming,28,27,141,195,230,252
Southern Mississippi,UCF,31,38,165,272,194,182
Florida Atlantic,Louisiana Monroe,14,35,261,147,46,194
California,Washington State,31,17,189,384,318,36
