Duquesne,265,563,154,527,36,105,2
UMASS,1579,1363,837,1540,212,256,6
Prairie View,482,217,180,624,45,77,2
Rice,906,1554,1008,868,151,194,5
Hawai'i,2108,1676,867,955,252,194,6
Colorado State,1604,1290,463,1245,110,198,5
Wyoming,802,1279,709,651,92,136,5
New Mexico State,953,857,412,1300,82,199,5
UCF,1240,636,1091,826,195,67,4
UCONN,1054,1759,870,1556,108,267,5
Minnesota,748,670,639,513,108,69,4
Central Connecticut,117,336,174,316,6,42,1
Ball State,1390,1182,969,887,140,120,5
Kennesaw State,201,187,181,128,20,24,1
Georgia State,1032,1267,774,1125,114,168,5
Southeastern  Louisiana,554,497,137,392,31,65,2
UL Monroe,1193,1500,795,859,106,180,5
Northwestern,1096,947,379,569,89,107,4
Purdue,1601,1424,849,812,155,132,5
Wake Forest,1216,1358,1222,948,191,158,5
Tulane,985,1462,924,873,129,144,5
Savannah State,71,518,185,524,0,129,2
UAB,806,572,959,695,135,78,4
Missouri State,150,301,110,431,17,58,1
Oklahoma State,1570,1310,1155,567,222,120,5
Weber State,13,319,46,268,10,41,1
Utah,861,724,663,335,89,65,4
Northwestern State,230,255,21,503,7,59,1
Texas A&M,1398,1361,1161,403,180,107,5
UC DAVIS,704,579,193,278,54,68,2
San Jose State,1183,1516,218,535,101,154,4
Western Kentucky,1303,1100,589,813,93,125,5
Wisconsin,803,691,1065,540,128,58,4
Utah State,1138,681,748,749,206,95,4
Michigan State,1005,1153,519,161,117,88,4
San Diego State,689,1090,793,258,89,86,4
Stanford,1230,1213,472,764,133,92,5
Syracuse,1231,1197,1173,816,221,107,5
Western Michigan,1423,956,1023,870,187,158,5
Monmouth,199,302,187,171,17,51,1
Eastern Michigan,1413,956,563,1101,142,120,5
Army,551,1142,1540,628,143,110,5
Duke,1087,1132,949,614,164,92,5
Portland State,399,686,173,512,33,134,2
Nevada,1416,1296,845,770,191,183,5
Colorado,1137,783,823,625,161,71,4
Louisville,958,1085,600,844,92,130,5
Alabama,1679,954,1087,634,271,65,5
Furman,46,282,117,249,7,48,1
Clemson,1274,843,1214,475,190,84,5
Austin Peay,61,224,91,284,0,45,1
Georgia,1099,837,1252,541,216,65,5
Oregon State,1230,1201,995,1517,152,226,5
Ohio State,1733,1011,1052,774,245,94,5
Washington,1367,776,827,629,144,58,5
Auburn,988,1059,893,464,163,63,5
Florida Atlantic,1127,1276,1154,1020,156,199,5
Oklahoma,1585,1262,1031,764,243,116,5
Appalachian State,1016,688,1078,365,207,68,4
Penn State,1244,963,1306,809,248,105,5
