Duquesne,265,563,154,527,36,105,2
UMASS,1980,1572,922,1905,254,314,7
Prairie View,482,217,180,624,45,77,2
Rice,1081,1597,1055,1003,154,214,6
Hawai'i,2256,1763,1023,1112,269,207,7
Colorado State,1776,1527,682,1293,152,228,6
Wyoming,889,1427,866,807,105,153,6
New Mexico State,1355,1222,577,1453,131,240,6
UCF,1525,873,1347,909,243,87,5
UCONN,1269,2015,982,1934,122,322,6
Minnesota,982,984,725,619,139,117,5
Central Connecticut,117,336,174,316,6,42,1
Ball State,1650,1325,1100,1114,156,144,6
Kennesaw State,201,187,181,128,20,24,1
Georgia State,1304,1484,890,1465,134,205,6
Southeastern  Louisiana,554,497,137,392,31,65,2
UL Monroe,1490,2017,925,1168,127,250,6
Northwestern,1469,1276,387,665,118,126,5
Purdue,1601,1424,849,812,155,132,5
Wake Forest,1290,1585,1397,1419,194,221,6
Tulane,1117,1636,1058,1145,150,181,6
Savannah State,71,518,185,524,0,129,2
UAB,942,681,1188,844,163,85,5
Missouri State,150,301,110,431,17,58,1
Oklahoma State,1859,1635,1281,707,234,168,6
Weber State,13,319,46,268,10,41,1
Utah,1060,1105,885,377,129,86,5
Northwestern State,230,255,21,503,7,59,1
Texas A&M,1624,1469,1325,473,200,121,6
UC DAVIS,704,579,193,278,54,68,2
San Jose State,1420,1688,266,754,131,196,5
Western Kentucky,1303,1100,589,813,93,125,5
Wisconsin,966,1098,1435,651,169,82,5
Utah State,1303,1003,971,788,251,115,5
Michigan State,1334,1526,615,169,136,117,5
San Diego State,802,1268,947,309,108,99,5
Stanford,1611,1412,514,986,154,132,6
Syracuse,1426,1334,1350,1081,258,151,6
Western Michigan,1658,1162,1175,1048,214,182,6
Monmouth,199,302,187,171,17,51,1
Eastern Michigan,1619,1191,741,1253,166,147,6
Army,551,1142,1540,628,143,110,5
Duke,1087,1132,949,614,164,92,5
Portland State,399,686,173,512,33,134,2
Nevada,1611,1537,977,800,194,204,6
Colorado,1465,1005,989,770,189,92,5
Louisville,1328,1097,713,1386,123,196,6
Alabama,2072,1187,1333,806,336,96,6
Furman,46,282,117,249,7,48,1
Clemson,1501,917,1685,650,253,87,6
Austin Peay,61,224,91,284,0,45,1
Georgia,1440,1020,1471,679,257,78,6
Oregon State,1451,1631,1271,1617,189,282,6
Ohio State,2188,1333,1206,858,294,120,6
Washington,1632,1048,1024,779,175,82,6
Auburn,1202,1128,983,813,172,86,6
Florida Atlantic,1466,1666,1420,1138,208,232,6
Oklahoma,1895,1586,1253,941,288,164,6
Appalachian State,1016,688,1078,365,207,68,4
Penn State,1244,963,1306,809,248,105,5
Michigan,1325,804,1199,579,229,95,6
Notre Dame,1476,1377,1174,767,209,117,6
UNLV,492,1092,1389,973,153,161,5
USC,1260,1090,694,816,123,131,5
Southern,317,691,154,421,24,109,2
TCU,1139,890,935,628,158,104,5
West Virginia,1823,1057,811,604,207,93,5
Tennessee,914,913,886,790,130,128,5
Stephen F Austin,177,398,77,220,6,63,2
Mississippi State,1140,1046,1444,692,186,76,6
Boise State,1626,899,757,657,186,104,5
Troy,1281,1435,1321,827,220,150,6
Texas ,1541,1401,943,797,192,144,6
Maryland,638,1133,1181,587,156,133,5
Bowling Green,1573,985,621,1994,149,298,6
Oregon,1438,1190,1080,543,228,122,5
Kent State,1433,1913,1075,1140,155,225,6
Illinois,751,1447,1304,970,146,143,5
Texas State,1078,1143,683,842,122,163,5
