1,79,166,139,136,152,143,2,50,127,150,94,14,119,104,2,100,3
0,49,36,6,37,7,47,2,50,33,159,32,44,53,52,2,50,3
1,100,161,133,85,148,106,2,50,48,5,19,104,27,51,2,50,3
0,34,107,30,35,10,22,2,1,4,179,61,131,3,122,2,50,3
1,174,15,4,48,58,16,2,50,44,111,72,34,48,35,2,2,3
1,43,134,153,76,61,128,2,50,101,53,21,17,28,9,2,3,3
0,19,18,12,66,2,42,2,4,104,12,37,43,14,14,2,15,3
0,28,98,31,64,9,46,2,5,140,46,192,42,188,27,1,50,3
0,113,86,118,87,114,67,2,50,110,35,5,38,40,8,2,6,3
0,153,100,82,20,71,13,2,12,108,102,16,21,31,26,2,7,3
1,98,68,64,22,50,12,2,50,87,90,130,47,104,36,2,8,3
1,3,180,111,77,26,137,1,100,63,45,146,65,103,3,2,9,3
0,15,63,103,95,77,24,2,10,37,2,83,26,83,5,2,50,3
1,102,69,26,109,46,69,2,50,111,56,48,129,16,64,2,11,3
1,78,39,7,80,13,43,1,50,55,24,10,36,18,6,2,16,3
1,16,41,28,55,5,29,2,17,10,28,13,33,8,33,2,24,3
1,133,155,173,94,139,153,2,50,122,17,70,60,63,28,2,19,3
1,88,189,169,68,132,133,2,100,51,80,29,39,4,55,2,20,3
0,65,8,90,32,19,41,2,21,7,57,44,8,1,1,1,50,3
1,67,27,84,142,109,54,2,22,68,89,58,106,86,91,2,50,3
1,35,136,96,2,69,19,2,23,124,128,97,9,133,68,2,50,3
1,6,154,101,121,15,127,3,50,158,124,8,83,98,78,2,50,3
0,97,132,49,29,42,110,2,50,84,177,3,7,90,120,1,50,3
1,54,171,136,25,130,82,2,50,86,160,23,78,6,86,2,50,3
1,157,103,110,84,135,103,2,100,137,40,120,81,96,39,2,50,3
1,62,83,34,82,82,32,2,50,116,19,39,112,85,66,2,50,3
0,96,135,163,91,110,93,2,50,123,78,15,23,43,62,2,50,3
1,161,44,68,156,143,147,2,100,120,123,92,53,55,61,2,50,3
1,154,20,1,90,44,80,2,50,167,94,35,72,128,100,2,50,3
1,85,156,86,134,79,59,2,50,107,9,18,140,47,71,2,50,3
0,50,13,65,175,35,87,2,50,143,143,27,58,66,56,2,50,3
0,117,112,114,69,92,21,2,50,18,74,56,100,22,74,2,50,3
1,148,21,140,155,159,119,2,50,168,91,143,75,180,81,2,50,3
1,70,38,170,113,153,111,2,50,114,97,43,10,59,23,2,50,3
1,128,164,180,110,160,152,2,100,160,81,66,141,137,95,2,50,3
1,186,140,117,28,147,113,1,50,121,82,167,183,134,167,2,50,3
1,13,151,158,152,94,140,3,50,83,3,85,160,60,40,2,50,3
0,2,75,141,19,12,58,2,50,69,157,60,27,37,89,2,50,3
1,47,170,22,88,25,53,2,50,11,84,42,97,11,73,2,50,3
1,53,192,107,102,49,112,1,50,152,52,33,73,84,38,2,50,3
1,27,48,132,161,57,49,2,50,80,37,98,98,32,57,2,50,3
1,138,131,62,59,118,92,2,50,166,167,106,122,129,151,2,50,3
1,179,71,53,96,168,160,1,100,89,59,71,181,115,168,2,50,3
0,17,117,77,127,93,142,2,50,135,93,38,103,80,94,2,50,3
1,77,173,20,157,41,165,2,50,29,127,128,92,36,105,2,50,3
1,59,93,159,116,150,115,2,50,105,49,144,123,116,99,2,50,3
0,5,54,69,31,24,30,2,50,112,148,24,51,108,84,2,50,3
1,57,182,67,13,91,83,2,100,23,133,17,15,30,45,2,50,3
1,66,72,99,149,70,126,3,50,94,139,76,93,89,101,2,50,3
0,82,4,52,49,38,4,1,100,61,109,122,89,131,77,2,50,3
0,71,108,54,184,51,136,2,50,131,58,183,168,165,157,3,50,3
1,75,7,115,177,87,107,1,100,169,76,2,148,54,121,2,50,3
0,93,64,88,50,20,44,2,50,106,85,119,115,136,135,2,50,3
1,24,145,105,188,102,162,1,100,45,105,116,147,122,132,2,50,3
