Northern Illinois,Toledo,50,24,0
Ohio,Bowling Green,50,50,1
Baylor,Kansas State,6,50,0
Mississippi State,Missouri,20,50,0
Buffalo,Kent State,50,50,0
Ball State,Western Michigan,50,50,1
Arkansas State,Appalachian State,50,50,0
Nevada,Fresno State,50,50,0
Temple,SMU,22,50,0
Rice,UTEP,50,50,1
BYU,San Jose State,50,50,0
Florida State,Clemson,16,1,1
LSU,Alabama,2,4,1
Minnesota,Ohio State,50,3,1
Notre Dame,Pittsburgh,5,50,0
Michigan State,Nebraska,7,50,1
TCU,Oklahoma State,8,14,1
Iowa,Indiana,9,50,0
Vanderbilt,Florida,50,10,1
Stanford,Colorado,11,50,0
Utah,Washington,12,50,0
Navy,Memphis,50,13,0
Iowa State,Oklahoma,50,15,1
Rutgers,Michigan,50,17,1
Arkansas,Ole Miss,50,18,0
Auburn,Texas A&M,50,19,0
Penn State,Northwestern,50,21,1
UCLA,Oregon State,23,50,0
Cincinnati,Houston,50,25,1
Akron,UMass,50,50,0
Florida Atlantic,Western Kentucky,50,50,1
UCF,Tulsa,50,50,1
Illinois,Purdue,50,50,0
Charlotte,Florida Intl,50,100,1
Texas Tech,West Virginia,50,50,1
Duke,North Carolina,50,50,1
Kentucky,Georgia,50,50,1
Syracuse,Louisville,50,50,1
NC State,Boston College,50,50,0
Louisiana,Georgia State,50,50,0
Eastern Michigan,Miami (OH),50,50,1
Idaho,South Alabama,100,50,1
Colorado State,Wyoming,50,50,0
Virginia,Miami,50,50,1
Army,Air Force,50,50,1
Arizona State,Washington State,50,50,1
Wisconsin,Maryland,50,50,0
North Texas,Louisiana Tech,50,50,1
Marshall,Middle Tennessee,50,50,1
Louisiana Monroe,Troy,100,50,1
Utah State,New Mexico,50,50,1
New Mexico State,Texas State,50,50,0
Connecticut,Tulane,100,50,0
South Carolina,Tennessee,50,50,1
Hawai'i,UNLV,50,50,1
Old Dominion,UT San Antonio,50,100,0
South Florida,East Carolina,50,50,0
Kansas,Texas,50,50,1
California,Oregon,50,50,1
Arizona,USC,50,50,1
