Washington,USC,50,17,0
SMU,Houston,50,50,1
Southern Mississippi,Marshall,100,50,1
NC State,Virginia Tech,50,50,1
Maryland,Ohio State,50,1,1
TCU,Kansas State,2,50,0
Baylor,Kansas,3,50,0
Michigan State,Rutgers,4,50,0
California,Utah,23,5,1
Georgia Tech,Clemson,50,6,1
South Carolina,LSU,50,7,1
Arkansas,Alabama,50,8,1
Oklahoma,Texas,10,50,1
Florida,Missouri,11,50,0
Miami,Florida State,50,12,1
Northwestern,Michigan,13,18,1
New Mexico State,Ole Miss,50,14,1
Navy,Notre Dame,50,15,1
Georgia,Tennessee,19,50,1
Oklahoma State,West Virginia,21,50,0
Illinois,Iowa,50,22,1
Kent State,Toledo,50,24,1
Boise State,Colorado State,25,50,0
Duke,Army,50,50,0
UTEP,Florida Intl,50,100,1
Middle Tennessee,Western Kentucky,50,50,1
Indiana,Penn State,50,50,1
Tulane,Temple,50,50,1
Central Michigan,Western Michigan,50,50,1
Virginia,Pittsburgh,50,50,1
Miami (OH),Ohio,50,50,1
UMass,Bowling Green,50,50,1
Rice,Florida Atlantic,50,50,0
Wake Forest,Boston College,50,50,0
Akron,Eastern Michigan,50,50,0
Appalachian State,Georgia State,50,50,0
Ball State,Northern Illinois,50,50,1
Syracuse,South Florida,50,50,1
Wisconsin,Nebraska,50,50,0
Minnesota,Purdue,50,50,0
Iowa State,Texas Tech,50,50,1
Connecticut,UCF,100,50,0
Oregon State,Arizona,50,50,1
Troy,Mississippi State,50,50,1
Portland State,North Texas,100,50,0
Washington State,Oregon,50,50,0
Louisiana Monroe,Tulsa,100,50,1
Texas State,Louisiana,50,50,1
New Mexico,Nevada,50,50,1
Louisiana Tech,UT San Antonio,50,100,0
East Carolina,BYU,50,50,1
San Jose State,UNLV,50,50,0
Colorado,Arizona State,50,50,1
Wyoming,Air Force,50,50,1
Utah State,Fresno State,50,50,0
San Diego State,Hawai'i,50,50,0
