Kent State,Ohio,50,50,1
Toledo,Central Michigan,50,50,0
Northern Illinois,Buffalo,50,50,0
Bowling Green,Western Michigan,50,50,0
Louisiana,South Alabama,50,50,1
Virginia Tech,Georgia Tech,50,50,0
USC,Colorado,50,50,0
Clemson,Syracuse,1,50,0
Alabama,Mississippi State,2,17,0
Ohio State,Illinois,3,50,0
Wake Forest,Notre Dame,50,4,1
Minnesota,Iowa,50,5,1
Oklahoma,Baylor,12,6,0
Oregon,Stanford,50,7,0
Oklahoma State,Iowa State,8,50,0
Arkansas,LSU,50,9,0
Utah,Arizona,10,50,1
Maryland,Michigan State,50,13,1
Michigan,Indiana,14,50,0
Kansas,TCU,50,15,1
NC State,Florida State,50,16,1
Purdue,Northwestern,50,18,1
Washington State,UCLA,50,19,0
SMU,Navy,50,20,1
Memphis,Houston,21,24,1
Temple,South Florida,22,50,1
Miami,North Carolina,50,23,1
Pittsburgh,Duke,50,50,0
Georgia,Auburn,50,50,0
North Texas,Tennessee,50,50,1
Tulane,Army,50,50,0
Texas,West Virginia,50,50,1
Middle Tennessee,Florida Atlantic,50,50,0
Akron,Miami (OH),50,50,0
UTEP,Old Dominion,50,50,1
Virginia,Louisville,50,50,1
UT San Antonio,Charlotte,100,50,0
Utah State,Air Force,50,50,1
UMass,Eastern Michigan,50,50,0
Arkansas State,Louisiana Monroe,50,100,0
Washington,Arizona State,50,50,1
Florida Intl,Marshall,100,50,1
Nebraska,Rutgers,50,50,0
Kansas State,Texas Tech,50,50,1
Georgia Southern,Troy,50,50,0
Southern Mississippi,Rice,100,50,0
San Jose State,Nevada,50,50,1
Georgia State,Texas State,50,50,0
Kentucky,Vanderbilt,50,50,1
Appalachian State,Idaho,50,100,0
UNLV,Colorado State,50,50,1
Western Carolina,Texas A&M,100,50,1
BYU,Missouri,50,50,1
Tulsa,Cincinnati,50,50,1
New Mexico,Boise State,50,50,0
Wyoming,San Diego State,50,50,1
Oregon State,California,50,50,1
Fresno State,Hawai'i,50,50,0
