Stanford,Washington,8,50,1
Hawai'i,BYU,50,50,1
Ole Miss,Alabama,50,1,1
Oregon,Washington State,2,50,0
Towson,LSU,100,3,1
Florida State,South Florida,4,50,0
Tennessee,Georgia,50,5,1
South Carolina,Kentucky,6,50,0
Baylor,West Virginia,25,9,1
Texas,Oklahoma State,12,50,0
Ohio State,Michigan State,14,20,0
TCU,SMU,15,50,0
Clemson,Boston College,17,50,0
Oregon State,Arizona,18,50,0
Louisville,Southern Mississippi,19,100,0
Wisconsin,Nebraska,50,22,1
Boise State,New Mexico,24,50,0
Buffalo,Connecticut,50,100,1
Middle Tennessee,Georgia Tech,50,50,0
Indiana,Northwestern,50,50,1
Penn State,Illinois,50,50,0
Missouri,UCF,50,50,0
Minnesota,Iowa,50,50,1
Ball State,Kent State,50,50,1
NC State,Miami,50,50,1
Arkansas,Texas A&M,50,50,1
Duke,Wake Forest,50,50,0
Colorado State,Air Force,50,50,1
Miami (OH),Akron,50,50,0
Nevada,Texas State,50,50,0
Tulsa,UAB,50,50,0
Marshall,Purdue,50,50,1
Louisiana Monroe,Tulane,100,50,0
Virginia Tech,Cincinnati,50,50,1
San Jose State,Navy,50,50,0
Central Michigan,Northern Illinois,50,50,1
Troy,South Alabama,50,50,0
Ohio,UMass,50,50,0
Houston,Rice,50,50,0
Idaho,North Carolina,100,50,1
Louisiana Tech,Virginia,50,50,0
Rhode Island,Bowling Green,100,50,1
Arizona State,California,50,50,0
North Texas,Florida Atlantic,50,50,0
UCLA,Colorado,50,50,0
Florida Intl,Louisiana,100,50,1
Western Kentucky,Arkansas State,50,50,0
Texas Tech,Iowa State,50,50,0
Toledo,Western Michigan,50,50,0
UT San Antonio,New Mexico State,100,50,0
UNLV,Utah State,50,50,1
San Diego State,Fresno State,50,50,1
