Pittsburgh,Cincinnati,50,50,1
Utah,Utah State,50,50,1
Western Kentucky,Alabama,50,1,1
USC,Syracuse,2,50,0
Washington,LSU,50,3,1
Fresno State,Oregon,50,4,1
Florida A&M,Oklahoma,100,5,1
Savannah State,Florida State,100,6,1
Georgia,Missouri,7,50,0
Louisiana Monroe,Arkansas,100,8,0
East Carolina,South Carolina,50,9,1
Michigan State,Central Michigan,11,50,0
Ball State,Clemson,50,12,1
Wisconsin,Oregon State,13,50,1
UCF,Ohio State,50,14,1
Austin Peay,Virginia Tech,100,15,1
Nebraska,UCLA,16,50,1
New Mexico,Texas,50,17,1
Oklahoma State,Arizona,18,50,1
Air Force,Michigan,50,19,1
Grambling State,TCU,100,20,1
Miami,Kansas State,50,21,1
Purdue,Notre Dame,50,22,1
Missouri State,Louisville,100,23,1
Florida,Texas A&M,24,50,0
Duke,Stanford,50,25,1
NC State,Connecticut,50,100,0
New Hampshire,Minnesota,100,50,1
Maryland,Temple,50,50,0
Tulane,Tulsa,50,50,1
Penn State,Virginia,50,50,1
Auburn,Mississippi State,50,50,1
Maine,Boston College,100,50,1
Southern Illinois,Miami (OH),100,50,1
Illinois State,Eastern Michigan,100,50,0
Texas A&M-Commerce,UT San Antonio,100,100,1
Eastern Washington,Washington State,100,50,1
Weber State,BYU,100,50,1
Sacramento State,Colorado,100,50,0
Southern Utah,California,100,50,1
Indiana,UMass,50,50,0
Howard,Rutgers,100,50,1
Iowa State,Iowa,50,50,0
Rice,Kansas,50,50,0
Georgia State,Tennessee,50,50,1
Toledo,Wyoming,50,50,0
North Carolina,Wake Forest,50,50,1
Nicholls State,South Alabama,100,50,1
Morgan State,Buffalo,100,50,1
Akron,Florida Intl,50,100,1
Tennessee-Martin,Northern Illinois,100,50,1
Florida Atlantic,Middle Tennessee,50,50,1
Louisiana,Troy,50,50,0
Eastern Illinois,Western Michigan,100,50,1
Memphis,Arkansas State,50,50,1
Texas Southern,North Texas,100,50,1
Western Carolina,Marshall,100,50,1
Texas Tech,Texas State,50,50,0
Presbyterian College,Georgia Tech,100,50,1
North Dakota State,Colorado State,100,50,0
UTEP,Ole Miss,50,50,1
Idaho,Bowling Green,100,50,1
New Mexico State,Ohio,50,50,1
Army,San Diego State,50,50,1
Kent State,Kentucky,50,50,1
UC Davis,San Jose State,100,50,1
Vanderbilt,Northwestern,50,50,1
Louisiana Tech,Houston,50,50,0
Stephen F Austin,SMU,100,50,1
Northern Arizona,UNLV,100,50,0
Illinois,Arizona State,50,50,1
