Kent State,Bowling Green,50,50,0
Miami (OH),Buffalo,50,50,1
Ball State,Toledo,50,50,1
Temple,UCF,50,12,1
Northern Illinois,Akron,50,50,0
Ohio,Western Michigan,50,50,0
Pittsburgh,Virginia,50,25,0
Western Kentucky,Middle Tennessee,50,50,1
Colorado,Arizona,50,50,1
Alabama,LSU,1,3,0
Louisville,Clemson,50,2,1
Notre Dame,Northwestern,4,50,0
Penn State,Michigan,14,5,1
Georgia,Kentucky,6,9,0
Oklahoma,Texas Tech,7,50,0
California,Washington State,50,8,1
Nebraska,Ohio State,50,10,1
Missouri,Florida,50,11,0
West Virginia,Texas,13,17,0
Utah,Arizona State,15,50,1
Iowa,Purdue,16,50,1
Louisiana Tech,Mississippi State,50,18,1
Syracuse,Wake Forest,19,50,0
Texas A&M,Auburn,20,50,1
Florida State,NC State,50,21,1
Boston College,Virginia Tech,22,50,0
Fresno State,UNLV,23,50,0
Iowa State,Kansas,24,50,0
South Carolina,Ole Miss,50,50,0
Rutgers,Wisconsin,50,50,1
Michigan State,Maryland,50,50,0
Oklahoma State,Baylor,50,50,1
Air Force,Army,50,50,1
Memphis,East Carolina,50,50,0
Central Michigan,Eastern Michigan,50,50,1
Georgia Tech,North Carolina,50,50,0
Texas State,Georgia State,50,50,0
San Jose State,Wyoming,50,50,1
South Alabama,Arkansas State,50,50,1
Georgia Southern,UL Monroe,50,50,1
Marshall,Southern Mississippi,50,100,1
Liberty,UMass,50,50,1
UTEP,Rice,50,50,0
Tulane,South Florida,50,50,0
Navy,Cincinnati,50,50,1
Louisiana,Troy,50,50,1
Kansas State,TCU,50,50,1
Minnesota,Illinois,50,50,1
Charlotte,Tennessee,50,50,1
Alcorn State,New Mexico State,100,50,1
Appalachian State,Coastal Carolina,50,50,0
UConn,Tulsa,50,50,1
Houston,SMU,50,50,1
Duke,Miami,50,50,0
UCLA,Oregon,50,50,1
Florida Atlantic,Florida International,50,50,0
UTSA,UAB,50,50,1
Stanford,Washington,50,50,1
USC,Oregon State,50,50,0
BYU,Boise State,50,50,1
San Diego State,New Mexico,50,50,0
Utah State,Hawai'i,50,50,0
