0,65,28,9,13,2,19,4,50,29,15,80,166,99,96,5,50,7
0,192,82,7,77,66,24,5,50,114,98,127,98,120,113,5,50,7
0,3,177,69,71,9,102,5,50,100,37,66,47,59,37,5,50,7
0,42,68,39,146,35,69,5,23,139,29,36,133,121,105,5,50,7
1,182,113,17,21,61,43,5,50,161,138,63,5,138,33,5,50,7
1,81,103,46,131,68,79,6,50,123,81,77,8,108,22,5,50,7
1,21,169,41,24,28,95,5,50,10,60,30,62,1,14,6,1,7
1,87,27,18,30,15,5,6,2,128,83,60,38,62,20,6,13,7
1,135,57,115,43,88,48,5,50,5,84,47,68,6,34,6,3,7
1,170,88,45,130,105,115,6,50,77,99,53,50,43,32,6,5,7
1,6,69,97,37,22,29,5,6,92,96,166,39,126,59,5,50,7
1,44,32,88,53,77,6,60,7,35,117,37,26,13,57,5,17,7
0,53,179,139,2,92,49,5,50,71,52,14,85,5,39,5,8,7
1,16,75,85,121,39,110,6,50,62,109,102,57,57,54,6,9,7
0,25,31,10,111,8,23,5,10,43,35,8,102,12,61,6,50,7
1,137,78,4,54,48,15,5,15,108,7,48,14,32,13,9,12,7
0,134,16,72,103,47,11,6,14,88,108,101,94,114,55,6,50,7
1,116,9,54,15,21,28,6,16,102,61,59,49,69,36,5,50,7
1,34,65,50,75,33,26,5,19,67,76,124,90,119,75,5,50,7
0,147,41,76,81,104,71,5,50,130,48,93,65,78,9,6,21,7
0,46,131,33,9,49,35,6,22,64,25,91,123,71,73,5,50,7
1,158,67,132,154,166,132,6,50,178,95,24,33,63,80,5,50,7
0,82,49,105,11,74,16,5,50,74,70,95,79,87,74,6,50,7
1,75,104,68,140,137,150,5,50,33,142,180,58,125,68,5,50,7
1,24,161,38,34,27,88,6,50,157,125,83,110,134,85,6,50,7
1,111,106,157,64,91,84,4,100,104,40,82,101,45,56,6,50,7
1,66,157,51,120,11,131,5,50,48,62,138,143,89,60,6,50,7
0,112,94,61,40,52,25,5,50,190,107,1,69,23,92,6,50,7
1,107,42,146,155,146,114,6,50,101,105,29,92,26,82,6,50,7
0,144,8,22,99,54,18,5,50,151,151,79,97,109,128,6,100,7
1,117,118,34,66,37,65,6,50,13,115,120,174,50,139,5,100,7
1,20,24,155,41,58,27,4,50,15,102,106,22,20,30,6,50,7
1,89,184,74,117,107,140,6,50,126,119,131,42,118,91,6,50,7
0,40,54,52,105,40,101,6,50,55,23,160,199,117,172,6,50,7
0,41,80,70,114,103,52,6,50,167,14,144,139,158,81,6,50,7
1,69,200,44,70,36,129,5,50,174,101,119,48,156,50,6,50,7
0,98,34,112,95,53,45,6,50,198,71,2,108,70,119,5,50,7
1,57,79,148,89,152,64,5,100,120,126,134,19,136,109,5,100,7
0,63,160,135,20,102,77,5,100,27,175,161,153,79,148,6,100,7
0,184,97,3,46,80,42,5,50,36,194,195,74,100,149,5,100,7
0,19,168,90,88,64,76,5,50,168,170,15,122,76,93,5,50,7
1,103,66,169,163,135,152,6,50,143,137,26,157,81,138,5,50,7
0,72,193,107,125,140,156,6,100,154,59,19,156,46,118,5,100,7
0,22,199,12,55,4,89,5,50,59,100,123,29,123,100,5,100,7
0,38,174,62,16,41,72,5,50,132,36,75,144,142,134,4,50,7
0,56,46,104,104,82,86,5,50,172,130,162,45,151,94,6,100,7
0,136,129,125,115,153,133,5,50,106,33,64,76,101,63,5,50,7
0,9,180,57,128,16,127,6,50,121,158,113,52,116,136,6,50,7
1,60,73,147,137,98,120,5,100,79,93,67,113,31,58,5,50,7
1,18,136,114,83,29,97,7,50,142,58,150,91,141,62,6,50,7
1,171,116,118,63,157,70,6,50,52,53,126,44,25,12,5,50,7
0,17,38,109,56,34,38,5,50,51,144,96,59,56,122,6,50,7
