1,110,135,115,166,137,128,6,50,33,13,90,167,124,99,6,50,8
0,51,113,176,94,105,44,6,50,80,86,77,90,68,40,6,50,8
1,27,128,151,137,117,130,7,50,16,59,95,42,32,42,6,50,8
0,185,104,16,16,70,43,6,50,180,131,11,131,66,137,6,50,8
0,9,47,36,44,1,10,7,1,126,64,99,80,95,72,6,50,8
1,5,83,61,72,7,29,7,2,13,154,70,69,45,51,6,50,8
1,12,111,117,21,48,19,5,16,68,16,5,22,15,9,6,3,8
1,141,27,22,29,63,4,6,22,132,81,43,37,55,20,7,5,8
0,20,151,39,82,6,86,6,9,85,35,76,50,74,34,6,50,8
0,25,33,14,129,8,32,6,10,38,107,143,33,125,115,6,100,8
1,42,118,38,40,13,65,6,12,2,21,186,70,16,56,6,25,8
1,86,120,109,116,111,77,7,50,172,40,29,35,69,7,6,14,8
1,43,76,68,59,37,35,6,50,52,29,80,58,71,14,7,15,8
0,83,71,15,81,9,39,6,18,69,99,113,84,99,89,7,50,8
1,181,48,20,47,58,54,6,50,62,60,105,10,57,16,6,19,8
1,118,18,13,31,22,6,6,20,82,15,120,113,61,45,7,50,8
1,120,193,91,197,148,180,6,50,53,43,33,149,34,67,6,21,8
1,166,138,4,133,108,109,6,50,151,62,7,88,65,33,6,23,8
0,103,25,65,93,46,41,7,50,91,144,44,127,14,129,6,50,8
1,156,38,35,141,119,100,6,50,124,171,86,66,98,139,7,50,8
0,109,68,101,45,79,17,7,50,6,172,49,145,17,131,7,50,8
0,17,140,187,76,112,79,6,50,169,44,132,159,168,133,7,50,8
1,128,97,106,43,103,66,7,50,189,74,2,27,51,27,6,50,8
1,111,41,56,128,146,121,5,50,87,85,28,112,12,69,6,50,8
0,130,55,62,51,84,30,6,50,113,70,78,62,54,24,6,50,8
1,150,157,123,148,134,164,1,100,14,95,128,162,62,123,6,100,8
1,37,30,157,199,96,170,7,50,63,191,74,92,42,122,6,50,8
0,36,69,47,83,2,5,6,50,173,132,126,52,167,75,7,50,8
1,75,164,23,118,39,149,6,100,77,163,97,19,73,73,6,100,8
1,112,117,121,13,115,95,6,100,84,103,137,114,101,114,6,100,8
0,58,51,127,146,85,67,7,50,54,67,69,125,102,58,7,50,8
0,40,82,41,99,29,103,7,100,168,17,125,130,153,80,7,50,8
0,152,61,18,155,56,132,6,100,34,94,134,181,31,160,7,50,8
0,23,200,19,30,4,83,6,50,201,98,3,97,81,112,6,50,8
0,97,109,147,122,78,152,6,50,144,162,75,121,114,98,6,50,8
0,137,100,154,79,128,81,5,100,102,182,84,138,129,136,7,100,8
1,101,146,17,151,38,141,6,50,94,34,9,14,5,11,5,50,8
1,164,46,98,143,165,111,6,100,49,45,119,86,75,52,6,50,8
1,114,150,24,158,52,138,6,50,66,158,170,17,133,71,6,50,8
1,134,105,111,34,107,61,6,50,71,156,52,107,126,146,6,50,8
1,148,90,88,108,86,82,6,50,4,178,73,64,11,90,6,50,8
1,55,52,6,102,10,74,7,50,32,179,58,36,43,101,6,50,8
0,115,24,72,95,131,84,6,50,78,161,37,180,60,166,6,50,8
0,195,66,12,74,77,23,6,100,93,110,165,174,121,159,7,100,8
1,165,139,166,32,157,94,7,100,19,50,167,53,91,38,5,50,8
1,131,57,135,98,136,96,6,100,74,184,87,140,118,148,7,100,8
0,47,32,133,39,25,5,6,50,92,160,48,103,23,105,6,50,8
1,155,153,102,104,139,135,7,100,61,73,89,117,33,57,6,50,8
1,15,127,104,15,19,22,7,50,145,9,25,75,41,8,6,50,8
0,26,167,161,164,87,150,7,100,64,87,159,100,156,87,6,100,8
1,59,72,141,78,106,70,6,50,105,96,60,7,76,13,6,50,8
1,76,114,64,136,88,93,7,50,143,106,112,67,141,110,6,50,8
1,57,174,198,115,138,156,6,100,157,84,83,11,140,31,6,100,8
0,41,149,110,68,59,120,7,50,22,130,131,106,30,113,8,50,8
