West Virginia,TCU,10,40,160,389,167,227
North Carolina,Pittsburgh,26,19,270,262,174,153
Western Michigan,Eastern Michigan,58,28,316,263,279,226
Buffalo,Miami (OH),29,24,289,224,144,124
Texas State,Georgia Southern,13,37,87,31,126,503
Oregon,Arizona State,61,55,315,398,184,344
Louisville,Wake Forest,20,19,249,226,68,40
East Carolina,Connecticut,13,31,137,184,203,220
Louisiana Tech,Rice,42,17,320,180,135,101
Wyoming,Utah State,27,58,83,296,270,296
Clemson,NC State,56,41,383,254,240,135
Notre Dame,Temple,24,20,299,188,168,107
Maryland,Iowa,15,31,74,183,167,110
Georgia,Florida,3,27,154,155,69,258
Oklahoma State,Texas Tech,70,53,478,480,184,162
Oregon State,Utah,12,27,204,198,108,174
Oklahoma,Kansas,62,7,445,181,265,35
Michigan,Minnesota,29,26,169,317,127,144
Tulane,Memphis,13,41,131,358,139,223
Syracuse,Florida State,21,45,130,354,173,221
Vanderbilt,Houston,0,34,44,221,141,150
Ole Miss,Auburn,27,19,402,302,156,125
Miami,Duke,30,27,272,258,119,182
Colorado,UCLA,31,35,312,262,242,138
Western Kentucky,Old Dominion,55,30,284,195,239,147
UCF,Cincinnati,7,52,101,489,212,237
South Florida,Navy,17,29,208,16,62,428
Illinois,Penn State,0,39,130,280,37,120
Nebraska,Purdue,45,55,407,274,77,183
Rutgers,Wisconsin,10,48,82,217,83,209
South Carolina,Texas A&M,28,35,192,223,253,321
Virginia Tech,Boston College,26,10,194,143,80,75
UMass,Ball State,10,20,259,275,189,152
Central Michigan,Akron,14,6,226,252,39,25
UTEP,Southern Mississippi,13,34,197,277,101,246
Georgia Tech,Virginia,21,27,251,175,144,233
USC,California,27,21,220,277,185,117
Marshall,Charlotte,34,10,494,141,136,166
Florida Intl,Florida Atlantic,17,31,196,168,66,229
Boise State,UNLV,55,27,473,387,232,100
San Diego State,Colorado State,41,17,180,205,276,163
Troy,Appalachian State,41,44,310,184,140,248
Tulsa,SMU,40,31,240,322,179,84
Tennessee-Martin,Arkansas,28,63,380,300,139,291
Louisiana Monroe,Louisiana,24,30,265,109,76,152
Georgia State,Arkansas State,34,48,390,224,101,296
Texas,Iowa State,0,24,85,188,119,238
UT San Antonio,North Texas,23,30,245,104,232,267
Tennessee,Kentucky,52,21,233,184,249,165
Idaho,New Mexico State,48,55,307,326,262,315
Air Force,Hawai'i,58,7,80,180,492,-2
Arizona,Washington,3,49,203,267,127,201
