Rutgers,Louisville,10,24,228,310,12,151
San Diego State,Air Force,27,20,249,150,214,169
Arizona,USC,31,38,363,297,145,249
Temple,Cincinnati,20,38,200,270,176,205
Alabama,Kentucky,48,7,369,76,299,94
Oregon,Washington,45,24,366,182,265,194
Boston College,Clemson,14,24,192,334,94,162
Stanford,Utah,21,27,246,234,143,176
Missouri,Georgia,41,26,233,290,142,164
Texas A&M,Ole Miss,41,38,346,329,241,133
Florida,LSU,6,17,129,152,111,175
California,UCLA,10,37,215,410,105,78
Oklahoma,Texas,20,36,133,190,130,255
South Carolina,Arkansas,52,7,260,30,277,218
Baylor,Kansas State,35,25,332,118,114,327
Michigan,Penn State,40,43,240,305,149,85
Northwestern,Wisconsin,6,35,197,241,44,286
Iowa State,Texas Tech,35,42,168,415,143,251
Akron,Northern Illinois,20,27,262,220,110,179
Pittsburgh,Virginia Tech,9,19,187,239,23,76
South Florida,Connecticut,13,10,106,149,122,207
Indiana,Michigan State,28,42,259,235,92,238
Memphis,Houston,15,25,222,209,127,38
Eastern Michigan,Army,25,50,223,38,194,513
Nebraska,Purdue,44,7,184,184,251,32
Kansas,TCU,17,27,152,173,46,207
Navy,Duke,7,35,89,301,230,134
Western Carolina,Auburn,3,62,107,201,66,511
Central Michigan,Ohio,26,23,224,332,208,107
Buffalo,Western Michigan,33,0,132,164,290,38
Kent State,Ball State,24,27,184,305,223,118
Miami (OH),UMass,10,17,173,249,117,127
Virginia,Maryland,26,27,263,332,242,136
Syracuse,NC State,24,10,74,226,362,129
San Jose State,Colorado State,34,27,431,310,177,137
Troy,Georgia State,35,28,385,370,249,52
New Mexico,Wyoming,31,38,179,247,257,287
East Carolina,Tulane,33,36,480,225,63,85
Rice,UT San Antonio,27,21,183,170,157,264
Marshall,Florida Atlantic,24,23,216,187,139,208
Idaho,Arkansas State,24,48,212,375,165,190
Louisiana Monroe,Texas State,21,14,112,148,80,210
Georgia Tech,BYU,20,38,163,244,237,189
Middle Tennessee,North Texas,7,34,66,113,139,303
Bowling Green,Mississippi State,20,21,224,177,159,245
UAB,Florida Intl,27,24,188,302,217,94
Hawai'i,UNLV,37,39,325,385,129,194
Tulsa,UTEP,34,20,226,166,204,222
Boise State,Utah State,34,23,335,221,112,127
Colorado,Arizona State,13,54,169,256,99,276
Oregon State,Washington State,52,24,496,270,102,113
