South Alabama,Troy,50,50,0
Texas State,Louisiana,50,50,1
Clemson,Syracuse,2,50,1
Washington State,California,8,50,1
Arkansas,Alabama,50,1,1
Missouri,Georgia,50,4,1
Washington,Arizona State,5,50,1
TCU,Kansas State,6,50,0
Purdue,Wisconsin,50,7,1
Ohio State,Nebraska,9,50,0
Auburn,LSU,10,50,1
Georgia Tech,Miami,50,11,1
Oklahoma,Texas,12,50,0
Utah,USC,50,13,1
Baylor,Oklahoma State,50,14,1
Michigan,Indiana,17,50,0
Cincinnati,South Florida,50,18,1
Boise State,San Diego State,50,19,0
NC State,Pittsburgh,20,50,0
Michigan State,Minnesota,21,50,0
East Carolina,UCF,50,22,1
Oregon,Stanford,50,23,1
Texas Tech,West Virginia,24,50,1
Navy,Memphis,25,50,1
UConn,Temple,50,50,0
Eastern Michigan,Army,50,50,1
BYU,Mississippi State,50,50,1
South Carolina,Tennessee,50,50,0
Kansas,Iowa State,50,50,1
Rutgers,Illinois,50,50,0
Florida State,Duke,50,50,0
Boston College,Louisville,50,50,0
UNLV,Air Force,50,50,1
Old Dominion,Marshall,50,50,1
Vanderbilt,Ole Miss,50,50,1
Virginia,North Carolina,50,50,0
Northwestern,Maryland,50,50,0
Miami (OH),Kent State,50,50,1
Northern Illinois,Buffalo,50,50,0
Ohio,Bowling Green,50,50,0
Toledo,Central Michigan,50,50,0
Houston,Tulsa,50,50,1
Colorado,Oregon State,50,50,0
Charlotte,Western Kentucky,50,50,1
Wyoming,Utah State,50,50,0
Appalachian State,Idaho,50,100,0
Georgia State,Louisiana Monroe,50,100,0
New Mexico State,Georgia Southern,50,50,0
Middle Tennessee,UAB,50,50,1
UT San Antonio,North Texas,100,50,1
UTEP,Southern Mississippi,50,100,1
Tulane,Florida Intl,50,100,1
Texas A&M,Florida,50,50,0
Coastal Carolina,Arkansas State,50,50,1
UCLA,Arizona,50,50,1
New Mexico,Fresno State,50,50,1
Nevada,Colorado State,50,50,1
San Jose State,Hawai'i,50,50,1
Akron,Western Michigan,50,50,0
