Akron,Miami (OH),14,24,218,235,55,185
Bowling Green,Buffalo,28,38,294,406,100,176
Kent State,Western Michigan,20,48,119,97,162,292
Toledo,Ohio,10,38,263,139,53,393
Eastern Michigan,Central Michigan,30,42,204,155,124,177
Ball State,Northern Illinois,17,63,162,211,83,222
Georgia Southern,Appalachian State,6,27,80,161,111,256
North Carolina,Pittsburgh,34,31,270,142,96,267
Washington,Stanford,22,30,190,211,135,195
Temple,Cincinnati,35,24,224,221,205,184
Georgia,Auburn,17,40,184,251,46,237
Alabama,Mississippi State,31,24,242,158,202,172
Notre Dame,Miami,8,41,152,137,109,237
Florida State,Clemson,14,31,208,151,21,227
TCU,Oklahoma,20,38,269,333,155,200
Iowa,Wisconsin,14,38,41,135,25,247
Michigan State,Ohio State,3,48,131,189,64,335
Oklahoma State,Iowa State,49,42,376,386,146,105
Virginia Tech,Georgia Tech,22,28,153,140,105,261
UConn,UCF,24,49,201,346,212,173
Washington State,Utah,33,25,311,305,27,62
NC State,Boston College,17,14,150,111,217,236
Arkansas,LSU,10,33,176,217,142,198
Purdue,Northwestern,13,23,398,296,40,94
Duke,Army,16,21,164,42,89,226
Texas Tech,Baylor,38,24,246,417,91,106
Louisiana,Ole Miss,22,50,199,418,228,223
Florida,South Carolina,20,28,223,249,78,220
Nebraska,Minnesota,21,54,311,105,69,409
Middle Tennessee,Charlotte,35,21,255,258,202,98
Wake Forest,Syracuse,64,43,363,443,371,178
Virginia,Louisville,21,38,214,195,63,298
West Virginia,Kansas State,28,23,372,159,120,173
SMU,Navy,40,43,261,0,165,559
Florida Atlantic,Louisiana Tech,48,23,221,326,194,186
Southern Mississippi,Rice,43,34,331,127,186,254
Maine,UMass,31,44,232,355,148,100
San Jose State,Nevada,14,59,129,265,173,176
Kentucky,Vanderbilt,44,21,195,308,232,60
Troy,Coastal Carolina,42,17,259,164,122,94
Arkansas State,South Alabama,19,24,299,343,66,-3
Kansas,Texas,27,42,268,258,96,113
Western Kentucky,Marshall,23,30,334,190,34,144
UAB,UT San Antonio,24,19,49,162,216,137
Tulane,East Carolina,31,24,121,228,325,161
New Mexico,Texas A&M,14,55,24,499,120,63
Tennessee,Missouri,17,50,139,226,146,433
Arizona State,UCLA,37,44,290,381,294,192
Oregon State,Arizona,28,49,209,68,151,534
Wyoming,Air Force,28,14,129,175,100,203
Boise State,Colorado State,59,52,331,309,310,261
Fresno State,Hawai'i,31,21,226,154,175,118
