Stanford,Rice,62,7,369,95,287,146
South Florida,San Jose State,42,22,233,278,315,109
Oregon State,Colorado State,27,58,304,334,152,191
Portland State,BYU,6,20,134,194,86,171
Hawai'i,UMass,38,35,391,298,112,115
Ohio State,Indiana,49,21,304,420,292,17
Florida Intl,UCF,17,61,201,439,134,148
Presbyterian College,Wake Forest,7,51,41,239,207,248
Austin Peay,Cincinnati,14,26,89,151,224,97
Buffalo,Minnesota,7,17,211,239,51,169
Tennessee State,Georgia State,17,10,145,224,238,49
Elon,Toledo,13,47,47,314,128,239
Rhode Island,Central Michigan,27,30,284,253,108,246
Holy Cross,UConn,20,27,358,278,89,160
North Dakota,Utah,16,37,187,227,55,272
Florida A&M,Arkansas,7,49,95,179,80,236
Sacramento State,Idaho,6,28,95,163,95,197
Louisiana Monroe,Memphis,29,37,279,97,146,319
New Mexico State,Arizona State,31,37,398,321,151,79
Washington,Rutgers,30,14,284,178,84,131
Utah State,Wisconsin,10,59,219,244,85,234
Fordham,Army,6,64,240,0,66,513
Charlotte,Eastern Michigan,7,24,114,267,166,126
Central Connecticut,Syracuse,7,50,113,431,54,155
Navy,Florida Atlantic,42,19,110,286,416,40
Boston College,Northern Illinois,23,20,191,203,148,164
Florida State,Alabama,7,24,210,96,40,173
Western Michigan,USC,31,49,94,289,263,232
Kent State,Clemson,3,56,1,312,119,353
Akron,Penn State,0,52,86,322,73,247
UTEP,Oklahoma,7,56,94,496,73,180
Michigan,Florida,33,17,218,181,215,11
Georgia Southern,Auburn,7,41,8,184,70,351
BYU,LSU,0,27,102,183,-5,296
Appalachian State,Georgia,10,31,148,147,136,221
Louisville,Purdue,35,28,378,293,146,51
Bethune-Cookman,Miami,13,41,229,233,121,317
Stony Brook,South Florida,17,31,137,186,92,153
Central Arkansas,Kansas State,19,55,198,333,223,186
Maryland,Texas,51,41,219,375,263,98
Montana State,Washington State,0,31,28,361,115,150
Ball State,Illinois,21,24,204,145,171,71
Wyoming,Iowa,3,24,174,125,59,138
Bowling Green,Michigan State,10,35,145,250,67,215
Missouri State,Missouri,43,72,353,521,139,294
California,North Carolina,35,30,363,221,106,219
Portland State,Oregon State,32,35,224,235,291,154
VMI,Air Force,0,62,40,190,55,473
NC State,South Carolina,28,35,415,215,89,31
Temple,Notre Dame,16,49,245,184,85,422
Nevada,Northwestern,20,31,199,352,142,156
William & Mary,Virginia,10,28,72,262,168,92
Alabama A&M,UAB,7,38,138,165,45,252
Troy,Boise State,13,24,139,210,76,147
Eastern Washington,Texas Tech,10,56,220,449,81,177
Kentucky,Southern Mississippi,24,17,176,309,78,55
Charleston Southern,Mississippi State,0,49,15,274,18,281
North Carolina Central,Duke,7,60,94,281,64,243
James Madison,East Carolina,34,14,192,292,422,70
Albany,Old Dominion,17,31,160,187,115,98
Miami (OH),Marshall,26,31,298,208,131,59
Lamar,North Texas,14,59,180,232,86,436
Eastern Kentucky,Western Kentucky,17,31,320,264,25,100
Northwestern State,Louisiana Tech,24,52,256,276,133,221
Stephen F. Austin,SMU,14,58,144,222,75,243
UMass,Coastal Carolina,28,38,362,80,79,321
Liberty,Baylor,48,45,447,278,138,254
Southeast Missouri State,Kansas,16,38,170,364,83,73
Hampton,Ohio,0,59,61,172,47,248
Southeastern Louisiana,Louisiana,48,51,171,162,343,201
Houston Baptist,Texas State,11,20,199,135,59,155
South Alabama,Ole Miss,27,47,204,429,170,102
Cal Poly,San Jose State,13,34,37,211,196,271
Abilene Christian,New Mexico,14,38,274,222,8,259
Arkansas State,Nebraska,36,43,415,238,82,225
Jackson State,TCU,0,63,41,300,24,242
Northern Iowa,Iowa State,24,42,259,271,119,134
Vanderbilt,Middle Tennessee,28,6,296,166,71,49
Grambling,Tulane,14,43,148,185,77,296
Southern Utah,Oregon,21,77,266,355,99,348
UC Davis,San Diego State,17,38,258,237,57,276
Howard,UNLV,43,40,140,220,309,344
Incarnate Word,Fresno State,0,66,155,414,-30,199
Northern Arizona,Arizona,24,62,377,89,185,506
Western Carolina,Hawai'i,18,41,270,154,212,299
West Virginia,Virginia Tech,24,31,371,235,221,234
Texas A&M,UCLA,44,45,89,491,382,63
Tennessee,Georgia Tech,42,41,221,120,148,535
