1.0,50.0,61,10,81,95,25,23,5.0,50.0,98,109,105,137,53,89,6.0
1.0,100.0,163,67,146,60,175,36,6.0,18.0,15,55,8,139,52,20,6.0
0.0,50.0,62,94,60,14,91,98,5.0,50.0,84,28,71,52,97,38,7.0
0.0,6.0,8,47,27,136,33,110,6.0,50.0,13,154,7,198,131,44,7.0
1.0,50.0,124,99,144,113,126,101,7.0,50.0,41,127,19,160,138,163,6.0
1.0,50.0,152,174,94,62,156,186,5.0,50.0,109,46,116,73,48,84,6.0
1.0,50.0,55,71,69,169,41,10,7.0,50.0,60,81,36,123,51,32,7.0
0.0,1.0,12,29,52,179,16,33,6.0,50.0,46,63,58,34,90,117,6.0
1.0,3.0,32,2,46,39,99,11,7.0,24.0,30,12,131,10,36,81,8.0
0.0,4.0,28,4,37,44,34,3,7.0,50.0,112,22,100,18,162,51,6.0
1.0,50.0,33,113,51,115,59,105,7.0,5.0,19,19,89,78,17,34,6.0
1.0,50.0,123,40,148,70,81,8,7.0,8.0,9,49,43,66,24,27,6.0
1.0,50.0,68,142,18,98,85,158,7.0,10.0,6,33,15,91,49,49,6.0
1.0,50.0,111,61,91,15,109,106,7.0,11.0,17,48,62,132,63,14,6.0
0.0,13.0,5,30,47,30,20,50,6.0,50.0,126,9,45,92,160,2,6.0
0.0,14.0,57,117,10,167,129,116,4.0,50.0,69,68,151,164,71,56,6.0
0.0,15.0,25,78,13,156,46,73,6.0,50.0,64,145,2,154,193,94,5.0
1.0,50.0,91,75,59,141,88,80,7.0,16.0,14,25,82,84,10,35,7.0
1.0,20.0,31,53,48,131,57,72,7.0,19.0,23,42,133,146,40,29,6.0
1.0,50.0,118,56,110,102,56,40,7.0,21.0,39,26,30,28,117,19,7.0
0.0,22.0,29,65,17,58,70,83,6.0,50.0,53,82,66,168,102,43,7.0
1.0,50.0,106,135,111,153,95,120,7.0,23.0,4,11,39,48,13,45,7.0
0.0,25.0,34,100,35,148,45,77,7.0,50.0,63,155,26,138,86,95,7.0
1.0,50.0,27,107,53,101,37,90,6.0,50.0,21,79,126,110,22,52,7.0
0.0,50.0,47,35,78,94,50,42,6.0,50.0,189,177,130,178,186,162,6.0
1.0,50.0,81,37,170,83,35,62,7.0,50.0,74,126,24,77,149,179,6.0
1.0,50.0,37,54,67,68,103,130,6.0,50.0,38,15,165,17,2,30,6.0
1.0,50.0,73,115,142,127,78,65,7.0,50.0,93,96,103,88,62,97,5.0
0.0,50.0,20,168,31,177,96,148,7.0,50.0,79,44,75,103,74,13,7.0
0.0,50.0,59,86,108,145,19,54,7.0,50.0,167,132,177,187,89,131,5.0
1.0,50.0,140,77,57,1,106,159,5.0,50.0,76,83,185,99,3,104,7.0
1.0,50.0,127,69,95,175,76,41,7.0,50.0,56,92,61,108,58,88,7.0
1.0,50.0,80,141,21,152,154,123,7.0,50.0,44,119,55,186,27,28,7.0
1.0,50.0,119,17,44,65,136,71,6.0,50.0,102,84,115,87,98,127,7.0
0.0,50.0,16,32,172,112,1,85,6.0,50.0,96,158,29,109,146,161,7.0
1.0,50.0,151,108,77,74,182,154,6.0,50.0,101,136,28,140,153,144,7.0
0.0,50.0,40,95,158,96,7,114,7.0,50.0,78,20,160,16,29,25,7.0
0.0,50.0,110,62,106,57,94,58,8.0,50.0,54,129,38,125,61,121,7.0
1.0,50.0,94,59,54,22,125,70,6.0,50.0,120,7,73,23,124,7,6.0
0.0,50.0,95,21,168,59,12,15,7.0,50.0,162,64,157,72,194,63,6.0
0.0,50.0,42,72,107,53,107,74,6.0,100.0,136,120,64,104,150,152,6.0
1.0,50.0,141,121,156,111,148,100,7.0,50.0,70,39,150,80,104,69,7.0
1.0,50.0,86,130,112,93,60,143,5.0,50.0,10,157,3,157,123,168,6.0
1.0,50.0,133,146,87,150,110,180,6.0,50.0,104,45,74,133,121,12,7.0
1.0,50.0,49,14,76,19,119,93,6.0,50.0,108,27,127,51,159,39,6.0
1.0,50.0,137,104,132,107,120,124,7.0,50.0,65,38,25,116,87,103,7.0
0.0,50.0,82,147,163,90,30,149,6.0,100.0,125,85,129,89,137,59,6.0
0.0,50.0,52,93,86,76,26,155,5.0,100.0,146,102,99,81,157,68,5.0
0.0,50.0,72,87,72,182,75,79,7.0,50.0,121,73,121,120,80,53,5.0
