Miami (OH),Ohio,50,50,1
Texas,Texas A&M,25,50,0
Arkansas,LSU,3,1,1
Houston,Tulsa,8,50,0
Iowa,Nebraska,50,21,1
Eastern Michigan,Northern Illinois,50,50,1
Louisville,South Florida,50,50,0
Kent State,Temple,50,50,1
Bowling Green,Buffalo,50,50,0
Akron,Western Michigan,50,50,1
Toledo,Ball State,50,50,0
Boston College,Miami,50,50,0
Colorado,Utah,50,50,0
Pittsburgh,West Virginia,50,50,1
UTEP,UCF,50,50,1
California,Arizona State,50,50,0
Alabama,Auburn,2,24,0
Virginia Tech,Virginia,5,50,0
Notre Dame,Stanford,22,6,1
Wyoming,Boise State,50,7,1
Iowa State,Oklahoma,50,9,1
Oregon State,Oregon,50,10,1
Clemson,South Carolina,17,12,1
Georgia,Georgia Tech,13,23,0
Michigan State,Northwestern,14,50,0
Ohio State,Michigan,50,15,1
Penn State,Wisconsin,19,16,1
Texas Tech,Baylor,50,18,1
Rutgers,Connecticut,50,100,1
Cincinnati,Syracuse,50,50,0
Rice,SMU,50,50,1
Tennessee,Kentucky,50,50,1
Troy,Western Kentucky,50,50,1
Nevada,Utah State,50,50,1
Purdue,Indiana,50,50,0
Illinois,Minnesota,50,50,1
Florida Intl,Middle Tennessee,100,50,0
Missouri,Kansas,50,50,0
Duke,North Carolina,50,50,1
Vanderbilt,Wake Forest,50,50,0
East Carolina,Marshall,50,50,1
UAB,Florida Atlantic,50,50,1
Memphis,Southern Mississippi,50,100,1
New Mexico State,Louisiana Tech,50,50,1
Louisiana,Arizona,50,50,1
Air Force,Colorado State,50,50,0
Florida State,Florida,50,50,0
Ole Miss,Mississippi State,50,50,1
Washington State,Washington,50,50,1
San Jose State,Fresno State,50,50,0
UCLA,USC,50,50,1
San Diego State,UNLV,50,50,0
Tulane,Hawai'i,50,50,1
