Ball State,Northern Illinois,50,50,1
Ohio,Bowling Green,50,50,0
Western Michigan,Miami (OH),50,50,0
North Carolina,Virginia Tech,50,8,1
Southern Mississippi,UAB,20,50,1
Marshall,Memphis,50,50,0
Oklahoma State,Iowa State,2,50,1
Toledo,Central Michigan,50,50,0
LSU,Ole Miss,1,50,0
Georgia Southern,Alabama,50,3,1
USC,Oregon,50,4,0
Oklahoma,Baylor,5,22,1
Mississippi State,Arkansas,50,6,1
Clemson,NC State,7,50,1
California,Stanford,50,9,1
Boise State,San Diego State,10,50,0
SMU,Houston,50,11,1
The Citadel,South Carolina,100,12,1
Kansas State,Texas,13,23,0
Kentucky,Georgia,50,14,1
Indiana,Michigan State,50,15,1
Nebraska,Michigan,16,18,1
Wisconsin,Illinois,17,50,0
Colorado State,TCU,50,19,1
Penn State,Ohio State,21,50,0
Samford,Auburn,100,24,1
Virginia,Florida State,50,25,0
Louisville,Connecticut,50,100,0
Minnesota,Northwestern,50,50,1
Cincinnati,Rutgers,50,50,1
Kansas,Texas A&M,50,50,1
Akron,Buffalo,50,50,1
Iowa,Purdue,50,50,0
Georgia Tech,Duke,50,50,0
Army,Temple,50,50,1
Furman,Florida,100,50,1
Eastern Michigan,Kent State,50,50,1
New Mexico,Wyoming,50,50,1
Tulsa,UTEP,50,50,0
Maryland,Wake Forest,50,50,1
Arkansas State,Middle Tennessee,50,50,0
Tulane,Rice,50,50,1
Florida Atlantic,Troy,50,50,1
Miami,South Florida,50,50,0
Washington,Oregon State,50,50,1
Texas Tech,Missouri,50,50,1
Boston College,Notre Dame,50,50,1
Navy,San Jose State,50,50,1
Louisiana Tech,Nevada,50,50,0
Florida Intl,Louisiana Monroe,100,100,0
Utah,Washington State,50,50,0
Utah State,Idaho,50,100,0
UNLV,Air Force,50,50,1
Western Kentucky,North Texas,50,50,0
Vanderbilt,Tennessee,50,50,1
UCF,East Carolina,50,50,1
Colorado,UCLA,50,50,1
Arizona,Arizona State,50,50,0
New Mexico State,BYU,50,50,1
Fresno State,Hawai'i,50,50,0
