0.0,50.0,8,32,7,101,9,56,1.0,100.0,85,12,137,89,93,1,1.0
0.0,50.0,4,3,144,6,6,9,1.0,50.0,72,14,117,36,12,19,1.0
1.0,50.0,42,125,2,113,159,117,1.0,50.0,81,60,37,84,36,82,1.0
1.0,50.0,146,152,143,118,116,161,1.0,2.0,61,67,63,142,22,10,1.0
1.0,7.0,26,11,24,81,48,6,1.0,3.0,3,33,15,63,21,91,1.0
0.0,4.0,22,46,61,60,62,18,1.0,50.0,41,93,6,104,82,130,1.0
0.0,50.0,60,21,53,25,43,32,1.0,8.0,57,52,76,4,57,155,1.0
1.0,50.0,2,4,69,5,17,55,1.0,11.0,77,63,68,110,108,58,1.0
0.0,14.0,16,34,8,44,26,83,1.0,13.0,28,2,34,8,88,21,1.0
0.0,15.0,54,31,14,106,132,65,1.0,50.0,143,112,79,74,145,71,1.0
1.0,50.0,17,38,87,27,10,80,1.0,16.0,23,53,40,87,25,69,1.0
0.0,20.0,12,47,72,85,37,25,1.0,50.0,121,104,124,71,117,145,1.0
1.0,50.0,20,19,18,22,51,26,1.0,21.0,75,143,20,160,140,89,1.0
1.0,50.0,46,17,91,55,58,59,1.0,21.0,10,89,73,57,50,84,1.0
0.0,24.0,43,58,112,97,46,57,1.0,50.0,14,64,22,136,16,13,1.0
1.0,50.0,52,28,56,33,24,37,1.0,50.0,48,20,51,35,112,45,1.0
1.0,50.0,162,137,146,131,161,132,1.0,50.0,151,122,161,59,128,88,1.0
1.0,50.0,6,94,1,130,95,77,1.0,50.0,79,55,46,50,129,110,1.0
1.0,50.0,37,1,13,13,111,73,1.0,50.0,88,71,4,82,143,7,1.0
0.0,50.0,100,45,116,38,90,48,1.0,50.0,33,105,111,96,41,116,1.0
1.0,100.0,156,124,150,150,89,52,1.0,50.0,38,117,49,161,45,4,1.0
0.0,50.0,108,103,159,86,8,105,1.0,50.0,50,10,88,83,92,17,1.0
1.0,50.0,24,26,123,66,11,30,1.0,50.0,21,6,26,79,54,31,1.0
0.0,50.0,76,23,121,1,56,131,1.0,50.0,40,111,10,151,83,42,1.0
1.0,50.0,130,144,119,155,79,137,1.0,50.0,9,37,25,42,38,98,1.0
0.0,50.0,107,95,70,29,99,133,1.0,50.0,147,92,127,47,144,152,1.0
1.0,50.0,113,42,59,107,68,12,1.0,50.0,7,40,9,80,39,101,1.0
0.0,50.0,11,8,85,11,4,24,1.0,50.0,92,98,66,125,113,53,1.0
0.0,50.0,18,15,109,32,23,86,1.0,50.0,53,99,103,146,20,36,1.0
1.0,50.0,71,27,95,30,15,40,1.0,50.0,66,68,64,148,87,8,1.0
1.0,50.0,5,16,44,15,40,72,1.0,50.0,34,61,122,128,64,43,1.0
0.0,50.0,44,59,48,9,42,135,1.0,50.0,62,116,58,157,33,81,1.0
1.0,100.0,118,131,98,3,141,162,1.0,50.0,97,133,114,122,84,144,1.0
1.0,50.0,39,88,50,152,60,5,1.0,50.0,91,69,43,62,71,128,1.0
1.0,100.0,149,158,148,120,91,123,1.0,50.0,96,72,101,119,35,92,1.0
0.0,50.0,19,35,42,58,27,67,1.0,50.0,139,140,97,40,134,151,1.0
0.0,50.0,115,138,102,102,146,100,1.0,50.0,30,9,57,67,34,33,1.0
0.0,50.0,55,24,36,116,52,29,1.0,50.0,47,18,105,2,76,35,1.0
1.0,100.0,119,153,120,138,65,125,1.0,50.0,153,123,128,112,119,51,1.0
1.0,50.0,32,49,160,65,1,22,1.0,50.0,112,29,145,78,49,14,1.0
1.0,50.0,64,51,134,93,30,64,1.0,50.0,127,107,54,149,98,28,1.0
0.0,50.0,74,41,28,14,67,63,1.0,50.0,117,54,89,45,44,93,1.0
0.0,50.0,36,109,5,88,61,97,1.0,50.0,69,74,139,12,13,158,1.0
