Appalachian State,Louisiana,50,50,0
Duke,Louisville,50,7,1
Memphis,Tulane,50,50,0
San Diego State,Fresno State,50,50,0
Mississippi State,BYU,50,50,1
Alabama,Tennessee,1,9,0
Ohio State,Wisconsin,2,8,0
NC State,Clemson,50,3,1
Nebraska,Indiana,10,50,0
Kansas,Baylor,50,11,1
Ole Miss,Arkansas,12,22,1
Tulsa,Houston,50,13,1
Wake Forest,Florida State,50,14,1
Colorado State,Boise State,50,15,1
North Carolina,Miami,50,16,0
Virginia Tech,Syracuse,17,50,1
Missouri,Florida,50,18,1
Kansas State,Oklahoma,50,19,1
West Virginia,Texas Tech,20,50,0
Utah,Oregon State,21,50,0
Western Michigan,Akron,24,50,0
Lafayette,Army,100,50,1
Vanderbilt,Georgia,50,50,0
Minnesota,Maryland,50,50,0
Iowa,Purdue,50,50,0
Illinois,Rutgers,50,50,0
Georgia Southern,Georgia Tech,50,50,1
Pittsburgh,Virginia,50,50,0
Eastern Michigan,Ohio,50,50,0
Kent State,Miami (OH),50,50,1
Western Kentucky,Middle Tennessee,50,50,0
Ball State,Buffalo,50,50,0
Bowling Green,Toledo,50,50,1
Central Michigan,Northern Illinois,50,50,0
Louisiana Tech,UMass,50,50,0
USC,Arizona,50,50,0
New Mexico,Air Force,50,50,0
Northwestern,Michigan State,50,50,0
Georgia State,Troy,50,50,1
New Mexico State,Idaho,50,100,1
Florida Intl,Charlotte,100,50,0
Florida Atlantic,Marshall,50,50,1
UT San Antonio,Rice,100,50,0
Texas State,Louisiana Monroe,50,100,1
South Alabama,Arkansas State,50,50,1
Connecticut,South Florida,100,50,1
Iowa State,Texas,50,50,1
Southern Mississippi,LSU,100,50,1
Stanford,Notre Dame,50,50,0
Temple,UCF,50,50,0
Arizona State,Colorado,50,50,1
UCLA,Washington State,50,50,1
Nevada,San Jose State,50,50,1
UNLV,Hawai'i,50,50,0
