Temple,Miami (OH),50,50,1
Texas A&M,Texas,17,50,0
Arizona,Oregon,21,1,1
Auburn,Alabama,2,11,0
Boise State,Nevada,4,19,1
Colorado,Nebraska,50,15,1
Louisville,Rutgers,50,50,0
Ohio,Kent State,50,50,1
Northern Illinois,Eastern Michigan,50,50,0
West Virginia,Pittsburgh,50,50,0
Western Michigan,Bowling Green,50,50,0
SMU,East Carolina,50,50,0
Buffalo,Akron,50,50,1
Central Michigan,Toledo,50,50,1
UCLA,Arizona State,50,50,1
Southern Mississippi,Tulsa,100,50,1
TCU,New Mexico,3,50,0
LSU,Arkansas,5,12,1
Oregon State,Stanford,50,6,1
Northwestern,Wisconsin,50,7,1
Michigan,Ohio State,50,8,1
Oklahoma,Oklahoma State,13,9,0
Michigan State,Penn State,10,50,0
Kansas,Missouri,50,14,1
Virginia,Virginia Tech,50,16,1
South Carolina,Clemson,18,50,0
BYU,Utah,50,20,1
Florida,Florida State,50,22,1
NC State,Maryland,23,50,1
Iowa,Minnesota,24,50,1
Mississippi State,Ole Miss,25,50,0
Cincinnati,Connecticut,50,100,1
Boston College,Syracuse,50,50,0
UCF,Memphis,50,50,0
Tulane,Marshall,50,50,1
South Florida,Miami,50,50,0
Indiana,Purdue,50,50,0
Kentucky,Tennessee,50,50,1
Washington,California,50,50,0
Arkansas State,Florida Intl,50,100,1
Western Kentucky,Troy,50,50,1
Florida Atlantic,Middle Tennessee,50,50,1
Louisiana,Louisiana Monroe,50,100,0
North Carolina,Duke,50,50,0
UAB,Rice,50,50,1
Kansas State,North Texas,50,50,0
Wake Forest,Vanderbilt,50,50,0
Georgia Tech,Georgia,50,50,1
Notre Dame,USC,50,50,0
UNLV,San Diego State,50,50,1
Louisiana Tech,San Jose State,50,50,0
Houston,Texas Tech,50,50,1
Idaho,Fresno State,100,50,1
