Kent State,Buffalo,50,50,0
BYU,Boise State,50,24,1
Baylor,Louisiana Monroe,50,100,0
Florida Atlantic,Alabama,50,1,1
LSU,Auburn,2,50,0
Arizona,Oregon,22,3,1
Clemson,Florida State,10,4,1
Vanderbilt,Georgia,50,5,1
Kansas State,Oklahoma,15,6,0
Missouri,South Carolina,50,7,1
Maryland,West Virginia,50,8,1
Michigan,Notre Dame,18,11,1
California,USC,50,13,1
Kentucky,Florida,50,14,1
UAB,Ohio State,50,16,1
Virginia,TCU,50,17,1
Oregon State,UCLA,50,19,0
Louisville,Florida Intl,20,100,0
Eastern Michigan,Michigan State,50,21,1
South Alabama,Mississippi State,50,23,1
Idaho State,Nebraska,100,25,1
UMass,Miami (OH),50,50,1
Bowling Green,Virginia Tech,50,50,1
UTEP,Wisconsin,50,50,1
Central Michigan,Iowa,50,50,0
Ole Miss,Tulane,50,50,0
Army,Wake Forest,50,50,1
Norfolk State,Ohio,100,50,1
Northwestern Oklahoma State,UT San Antonio,100,100,1
Connecticut,Western Michigan,100,50,1
Miami,Georgia Tech,50,50,0
South Dakota,Northwestern,100,50,1
Temple,Penn State,50,50,1
Gardner-Webb,Pittsburgh,100,50,1
Marshall,Rice,50,50,0
East Carolina,North Carolina,50,50,1
VMI,Navy,100,50,1
Kansas,Northern Illinois,50,50,1
Colorado,Washington State,50,50,0
South Florida,Ball State,50,50,1
Wyoming,Idaho,50,100,0
Memphis,Duke,50,50,1
The Citadel,NC State,100,50,1
Southern Mississippi,Western Kentucky,100,50,1
South Carolina State,Texas A&M,100,50,1
Troy,North Texas,50,50,0
Utah State,Colorado State,50,50,0
Rutgers,Arkansas,50,50,0
Stephen F Austin,Texas State,100,50,1
Alcorn State,Arkansas State,100,50,1
Coastal Carolina,Toledo,50,50,1
Akron,Tennessee,50,50,1
Fresno State,Tulsa,50,50,1
New Mexico,New Mexico State,50,50,0
Syracuse,Minnesota,50,50,1
San Jose State,San Diego State,50,50,0
Louisiana Tech,Illinois,50,50,0
Air Force,UNLV,50,50,1
Utah,Arizona State,50,50,1
Nevada,Hawai'i,50,50,0
