North Carolina,Miami,50,16,1
Memphis,Tulane,50,50,1
UCLA,Colorado,50,50,1
Louisiana,Alabama,50,1,1
Tennessee,Georgia,50,2,1
Syracuse,Clemson,50,3,1
Ohio State,Penn State,4,9,0
Ole Miss,LSU,50,5,1
Baylor,Oklahoma,50,6,1
Stanford,Notre Dame,7,8,1
Southern Mississippi,Auburn,100,10,1
BYU,Washington,20,11,1
West Virginia,Texas Tech,12,25,0
Pittsburgh,UCF,50,13,1
Michigan,Northwestern,14,50,0
South Carolina,Kentucky,50,17,1
Texas,Kansas State,18,50,0
Oregon,California,19,24,0
Central Michigan,Michigan State,50,21,1
Virginia Tech,Duke,50,22,0
Florida,Mississippi State,50,23,0
Arkansas,Texas A&M,50,50,1
Indiana,Rutgers,50,50,0
Army,Buffalo,50,50,0
Oklahoma State,Kansas,50,50,0
Temple,Boston College,50,50,1
Bowling Green,Georgia Tech,50,50,1
Virginia,NC State,50,50,1
UMass,Ohio,50,50,1
UL Monroe,Georgia State,50,50,1
Kent State,Ball State,50,50,1
Cincinnati,UConn,50,50,0
Old Dominion,East Carolina,50,50,1
Coastal Carolina,Troy,50,50,1
Western Michigan,Miami (OH),50,50,0
South Alabama,Appalachian State,50,50,1
Rice,Wake Forest,50,50,1
Purdue,Nebraska,50,50,0
Florida State,Louisville,50,50,0
Tennessee State,Vanderbilt,100,50,1
Nevada,Air Force,50,50,0
Utah,Washington State,50,50,1
Liberty,New Mexico,50,50,0
Arkansas State,Georgia Southern,50,50,1
Northern Illinois,Eastern Michigan,50,50,0
Houston Baptist,SMU,100,50,1
UTEP,UTSA,50,50,1
Florida Atlantic,Middle Tennessee,50,50,1
Boise State,Wyoming,50,50,0
Hawai'i,San Jose State,50,50,0
Charlotte,UAB,50,50,1
Iowa State,TCU,50,50,1
Arkansas-Pine Bluff,Florida International,100,50,1
Louisiana Tech,North Texas,50,50,0
Marshall,Western Kentucky,50,50,0
Oregon State,Arizona State,50,50,1
USC,Arizona,50,50,0
Toledo,Fresno State,50,50,1
