NC State,Cincinnati,50,50,1
UCF,BYU,50,50,1
Missouri,Oklahoma,50,1,1
LSU,West Virginia,2,16,0
Arkansas,Alabama,14,3,1
Tulsa,Boise State,50,4,1
South Dakota,Wisconsin,100,6,1
Oklahoma State,Texas A&M,7,8,0
Nebraska,Wyoming,9,50,0
Oregon,Arizona,10,50,0
Florida State,Clemson,11,21,1
Vanderbilt,South Carolina,50,12,1
Virginia Tech,Marshall,13,50,0
Florida,Kentucky,15,50,0
Rice,Baylor,50,17,1
UTEP,South Florida,50,18,1
Portland State,TCU,100,20,1
San Diego State,Michigan,50,22,1
USC,Arizona State,23,50,1
Western Michigan,Illinois,50,24,1
North Carolina,Georgia Tech,50,25,1
Central Michigan,Michigan State,50,50,1
Toledo,Syracuse,50,50,1
Eastern Michigan,Penn State,50,50,1
Notre Dame,Pittsburgh,50,50,0
SMU,Memphis,50,50,0
Louisiana Monroe,Iowa,100,50,1
Georgia,Ole Miss,50,50,0
Temple,Maryland,50,50,0
Bowling Green,Miami (OH),50,50,0
UMass,Boston College,50,50,1
Ohio,Rutgers,50,50,1
Army,Ball State,50,50,1
VMI,Akron,100,50,1
Tennessee State,Air Force,100,50,1
Cal Poly,Northern Illinois,100,50,1
South Alabama,Kent State,50,50,1
UCLA,Oregon State,50,50,0
Colorado,Ohio State,50,50,1
Southern Mississippi,Virginia,100,50,0
California,Washington,50,50,1
Tulane,Duke,50,50,1
UAB,East Carolina,50,50,1
Kansas State,Miami,50,50,0
New Mexico State,San Jose State,50,50,1
Middle Tennessee,Troy,50,50,1
Fresno State,Idaho,50,100,0
Sam Houston State,New Mexico,100,50,0
Connecticut,Buffalo,100,50,0
Louisiana,Florida Intl,50,100,0
Louisiana Tech,Mississippi State,50,50,1
Indiana,North Texas,50,50,1
Nevada,Texas Tech,50,50,1
North Dakota State,Minnesota,100,50,0
Florida Atlantic,Auburn,50,50,1
Central Arkansas,Arkansas State,100,50,1
Georgia State,Houston,50,50,1
Colorado State,Utah State,50,50,0
Southern Utah,UNLV,100,50,0
UC Davis,Hawai'i,100,50,1
