UCF,Marshall,35,14,138,226,248,37
South Florida,West Virginia,6,20,162,241,65,79
Kansas State,Kansas,59,7,184,246,286,103
Cincinnati,Louisville,35,27,275,216,178,228
Ohio State,Wisconsin,18,31,177,152,155,184
Boise State,San Jose State,48,0,322,118,213,-12
Texas,Nebraska,20,13,62,84,209,125
Iowa State,Oklahoma,0,52,154,347,59,325
Arkansas,Auburn,43,65,438,153,138,330
McNeese State,LSU,10,32,133,126,101,179
South Carolina,Kentucky,28,31,391,376,90,52
Utah,Wyoming,30,6,251,147,188,67
Iowa,Michigan,38,28,252,344,135,187
Arizona,Washington State,24,7,250,292,142,40
Nevada,Hawai'i,21,27,164,315,134,59
Oklahoma State,Texas Tech,34,17,365,240,225,175
Missouri,Texas A&M,30,9,382,368,56,57
Mississippi State,Florida,10,7,33,228,212,151
Air Force,San Diego State,25,27,175,256,312,205
Arkansas State,Indiana,34,36,276,393,61,113
NC State,East Carolina,27,33,322,388,154,120
Pittsburgh,Syracuse,45,14,298,237,123,77
Maryland,Clemson,7,31,332,122,44,94
Southern Mississippi,Memphis,41,19,282,249,240,32
Miami (OH),Central Michigan,27,20,419,337,71,72
Minnesota,Purdue,17,28,221,163,65,230
Vanderbilt,Georgia,0,43,88,315,58,232
Miami,Duke,28,13,224,213,224,105
Bowling Green,Temple,27,28,312,174,36,133
Eastern Michigan,Ball State,41,38,238,150,265,98
Army,Rutgers,20,23,115,327,289,-1
Akron,Ohio,10,38,218,238,72,258
UNLV,Colorado State,10,43,163,240,149,259
Western Michigan,Notre Dame,20,44,300,318,37,149
Houston,Rice,31,34,291,228,154,138
Middle Tennessee,Georgia Tech,14,42,189,88,143,329
Wake Forest,Virginia Tech,21,52,98,322,254,291
SMU,Navy,21,28,262,84,121,253
Buffalo,Northern Illinois,14,45,120,165,130,281
Idaho,Louisiana Tech,35,48,535,422,20,261
North Carolina,Virginia,44,10,339,194,140,151
Louisiana,Troy,24,31,266,298,98,109
Louisiana Monroe,Western Kentucky,35,30,212,192,131,180
Tulane,Tulsa,24,52,472,233,81,332
Baylor,Colorado,31,25,234,224,309,192
Florida Intl,North Texas,34,10,332,173,191,143
