Arkansas State,Louisiana Monroe,10,16,277,150,29,124
Boise State,Tulsa,28,21,193,230,193,88
Arkansas,Florida,20,23,242,296,133,136
South Carolina,Alabama,6,20,240,97,64,264
Oklahoma,Texas,13,16,348,159,-16,142
Virginia Tech,Georgia Tech,23,28,176,62,175,309
USC,Notre Dame,34,27,398,309,121,82
Ohio State,Purdue,18,26,265,285,66,80
Miami,UCF,27,7,334,196,70,53
Iowa,Wisconsin,20,10,240,163,65,87
Colorado State,TCU,6,44,149,224,70,275
Minnesota,Penn State,0,20,112,287,37,177
Texas Tech,Nebraska,31,10,276,237,25,70
Missouri,Oklahoma State,17,33,331,227,68,124
Kansas,Colorado,30,34,481,205,-8,147
BYU,San Diego State,38,28,346,332,166,20
Houston,Tulane,44,16,371,262,145,187
Utah,UNLV,35,15,186,258,153,91
Louisville,Connecticut,25,38,306,281,162,208
Northwestern,Michigan State,14,24,313,281,79,94
Delaware State,Michigan,6,63,160,266,65,461
Wake Forest,Clemson,3,38,134,217,81,195
Bowling Green,Ball State,31,17,387,133,79,273
Mississippi State,Middle Tennessee,27,6,163,215,178,42
Miami (OH),Ohio,7,28,175,172,52,226
Wyoming,Air Force,0,10,120,21,100,267
Nevada,Utah State,35,32,189,375,313,74
Akron,Buffalo,17,21,223,217,134,107
Central Michigan,Western Michigan,34,23,238,424,178,87
Rice,East Carolina,13,49,276,286,78,173
NC State,Boston College,20,52,332,195,79,293
Marshall,West Virginia,7,24,163,174,58,147
California,UCLA,45,26,208,334,289,137
New Mexico State,Louisiana Tech,7,45,80,228,74,315
Kent State,Eastern Michigan,28,6,199,96,152,180
Hawai'i,Idaho,23,35,386,226,77,194
Baylor,Iowa State,10,24,280,220,89,240
Illinois,Indiana,14,27,263,341,185,149
Louisiana,Western Kentucky,30,22,204,141,230,167
UAB,Ole Miss,13,48,135,338,230,163
Troy,Florida Intl,42,33,403,293,174,38
Texas A&M,Kansas State,14,62,367,201,-13,232
Northern Illinois,Toledo,19,20,157,239,164,157
Memphis,Southern Mississippi,16,36,262,161,163,205
Stanford,Arizona,38,43,440,415,150,138
Kentucky,Auburn,21,14,82,95,282,220
Navy,SMU,38,35,78,200,331,176
Florida Atlantic,North Texas,44,40,308,246,220,270
San Jose State,Fresno State,21,41,235,151,124,302
Washington,Arizona State,17,24,289,310,99,169
