Virginia Tech,Pittsburgh,39,36,406,278,150,180
Akron,Buffalo,20,41,178,140,128,378
Ohio,Toledo,31,26,243,438,269,122
Appalachian State,Georgia Southern,34,10,199,94,299,65
California,USC,24,45,333,231,142,398
Navy,South Florida,45,52,299,217,317,412
San Diego State,Utah State,40,13,14,181,400,71
Air Force,Fresno State,31,21,97,312,327,37
Michigan,Michigan State,32,23,244,184,192,217
Clemson,Florida State,37,34,378,286,133,163
Washington,Utah,31,24,186,163,199,213
Louisville,Virginia,32,25,361,238,147,84
Northwestern,Ohio State,20,24,258,223,148,208
Nebraska,Wisconsin,17,23,153,114,152,223
Baylor,Texas,34,35,226,291,398,257
New Mexico State,Texas A&M,10,52,147,282,169,233
West Virginia,Oklahoma State,20,37,212,273,209,85
Boise State,Wyoming,28,30,328,274,159,215
Florida,Georgia,24,10,131,143,100,21
Auburn,Ole Miss,40,29,247,465,307,105
Kansas,Oklahoma,3,56,121,271,49,267
Tennessee,South Carolina,21,24,161,167,136,158
Penn State,Purdue,62,24,254,295,257,46
Kentucky,Missouri,35,21,205,229,377,157
Wagner,UMass,10,34,295,364,67,143
UCF,Houston,24,31,155,240,40,158
Connecticut,East Carolina,3,41,206,294,89,136
Duke,Georgia Tech,35,38,305,264,254,341
Kent State,Central Michigan,27,24,102,244,228,105
Kansas State,Iowa State,31,26,151,339,247,154
Minnesota,Illinois,40,17,112,156,171,89
Boston College,NC State,21,14,218,307,168,31
Cincinnati,Temple,13,34,119,199,67,275
Western Kentucky,Florida Atlantic,52,3,393,77,268,125
Army,Wake Forest,21,13,145,220,238,123
Miami,Notre Dame,27,30,288,263,18,148
Samford,Mississippi State,41,56,468,417,159,252
Maryland,Indiana,36,42,248,236,269,414
Texas Tech,TCU,27,24,206,246,139,172
Miami (OH),Eastern Michigan,28,15,175,328,230,33
SMU,Tulane,35,31,302,164,137,227
Georgia State,South Alabama,10,13,113,124,127,182
Arizona State,Oregon,35,54,329,489,139,245
Rice,Louisiana Tech,16,61,152,434,153,301
Marshall,Southern Mississippi,14,24,166,300,60,174
North Texas,UT San Antonio,17,31,257,142,152,176
Middle Tennessee,Florida Intl,42,35,332,307,134,210
Louisiana Monroe,Arkansas State,10,51,162,316,174,118
Old Dominion,UTEP,31,21,262,205,131,132
Tulsa,Memphis,59,30,234,349,362,159
UNLV,San Jose State,24,30,185,292,217,132
Washington State,Oregon State,35,31,415,327,137,171
Stanford,Arizona,34,10,104,116,237,170
New Mexico,Hawai'i,28,21,84,173,237,125
