Ball State,Miami (OH),21,42,239,159,143,364
Northern Illinois,Western Michigan,21,28,156,285,106,94
Mississippi State,Ole Miss,35,3,111,152,309,37
Colorado State,Air Force,19,27,373,81,64,393
Oklahoma,West Virginia,59,56,364,539,304,165
Washington,Washington State,28,15,229,152,258,85
UCF,South Florida,38,10,167,113,391,196
Texas,Kansas,24,17,154,159,143,137
Nebraska,Iowa,28,31,260,153,140,266
Akron,Ohio,28,49,356,87,32,381
Buffalo,Bowling Green,44,14,151,147,332,58
Central Michigan,Toledo,13,51,133,180,48,293
Eastern Michigan,Kent State,28,20,139,209,237,179
Houston,Memphis,31,52,256,209,138,401
Arkansas,Missouri,0,38,135,227,52,181
Coastal Carolina,South Alabama,28,31,293,202,92,331
East Carolina,Cincinnati,6,56,220,394,83,247
Virginia,Virginia Tech,31,34,259,199,164,254
Oregon,Oregon State,55,15,118,282,392,54
Auburn,Alabama,21,52,153,377,130,123
South Carolina,Clemson,35,56,510,393,90,351
Notre Dame,USC,24,17,352,349,121,94
Michigan,Ohio State,39,62,240,396,161,171
Georgia Tech,Georgia,21,45,91,162,128,285
LSU,Texas A&M,72,74,281,287,215,234
Florida,Florida State,41,14,254,154,282,139
Maryland,Penn State,3,38,185,255,74,310
Kentucky,Louisville,56,10,261,79,340,226
BYU,Utah,27,35,204,141,153,155
Illinois,Northwestern,16,24,281,110,154,261
Syracuse,Boston College,42,21,362,251,197,105
Utah State,Boise State,24,33,363,310,62,199
Pittsburgh,Miami,3,24,131,52,69,293
Kansas State,Iowa State,38,42,183,337,245,156
Marshall,Florida International,28,25,176,201,154,190
Western Kentucky,Louisiana Tech,30,15,92,319,196,61
Baylor,Texas Tech,35,24,308,247,170,100
Purdue,Indiana,28,21,310,345,130,142
Navy,Tulane,28,29,204,291,117,129
NC State,North Carolina,34,28,200,276,206,153
Wake Forest,Duke,59,7,177,145,340,106
Old Dominion,Rice,13,27,312,96,77,275
New Mexico State,Liberty,21,28,313,154,83,141
Georgia Southern,Georgia State,35,14,105,170,276,94
Wyoming,New Mexico,31,3,41,34,366,49
Troy,Appalachian State,10,21,170,113,53,201
Southern Mississippi,UTEP,39,7,126,114,252,73
Louisiana,UL Monroe,31,28,213,201,240,143
UAB,Middle Tennessee,3,27,90,261,-1,133
Stanford,UCLA,49,42,344,466,126,62
Arizona State,Arizona,41,40,265,282,136,238
Minnesota,Wisconsin,37,15,124,189,201,170
SMU,Tulsa,24,27,319,271,61,138
Temple,UConn,57,7,223,100,293,113
Arkansas State,Texas State,33,7,276,133,217,242
Rutgers,Michigan State,10,14,109,173,108,137
Tennessee,Vanderbilt,13,38,139,367,103,100
Charlotte,Florida Atlantic,27,24,91,305,289,187
San Jose State,Fresno State,13,31,307,317,60,198
Colorado,California,21,33,170,116,148,95
North Texas,UTSA,24,21,320,269,196,131
Oklahoma State,TCU,24,31,181,180,99,243
Nevada,UNLV,29,34,295,183,169,226
Hawai'i,San Diego State,31,30,452,178,64,224
