Troy,South Alabama,38,17,158,275,252,110
Baylor,West Virginia,14,58,205,396,82,172
Appalachian State,Georgia Southern,14,34,139,57,149,277
Ball State,Ohio,14,52,162,143,80,411
Toledo,Western Michigan,51,24,247,307,268,125
Georgia Tech,Virginia Tech,49,28,0,201,465,122
Utah,UCLA,41,10,145,164,325,127
Louisiana Tech,Florida Atlantic,21,13,217,121,113,227
Miami,Boston College,14,27,150,210,155,223
Indiana,Minnesota,31,38,232,302,153,180
Wyoming,Colorado State,34,21,116,333,291,20
Clemson,Florida State,59,10,404,268,120,-21
Notre Dame,Navy,44,22,330,52,254,292
Texas,Oklahoma State,35,38,283,321,119,181
Florida,Georgia,17,36,105,240,170,189
Kansas State,Oklahoma,14,51,108,380,137,322
Kentucky,Missouri,15,14,294,165,91,84
Washington State,Stanford,41,38,438,323,59,120
Washington,California,10,12,159,151,91,91
Texas A&M,Mississippi State,13,28,232,241,61,143
Iowa,Penn State,24,30,215,194,135,118
Oregon,Arizona,15,44,186,189,84,276
Wisconsin,Northwestern,17,31,158,167,165,182
South Florida,Houston,36,57,263,419,204,263
NC State,Syracuse,41,51,473,480,68,81
Vanderbilt,Arkansas,45,31,192,240,250,207
Texas Tech,Iowa State,31,40,333,250,30,172
Wake Forest,Louisville,56,35,223,358,368,174
UMass,UConn,22,17,197,15,247,250
Army,Eastern Michigan,37,22,126,201,289,34
Purdue,Michigan State,13,23,277,318,62,108
Central Michigan,Akron,10,17,169,149,131,154
Bethune-Cookman,Nebraska,9,45,214,242,141,226
North Carolina,Virginia,21,31,271,217,66,208
Southern Mississippi,Charlotte,17,20,297,78,129,146
Coastal Carolina,Georgia State,37,34,225,231,251,280
TCU,Kansas,26,27,351,249,153,58
Oregon State,Colorado,41,34,345,319,114,217
Arizona State,USC,38,35,166,271,283,149
Illinois,Maryland,33,63,261,281,232,431
Duke,Pittsburgh,45,54,396,150,223,484
Middle Tennessee,Old Dominion,51,17,280,333,208,187
Northern Illinois,BYU,7,6,115,208,89,93
Cincinnati,SMU,26,20,352,328,125,23
New Mexico,Utah State,19,61,220,516,71,188
Rice,North Texas,17,41,204,333,95,164
UNLV,San Jose State,37,50,387,349,167,157
Boise State,Air Force,48,38,409,242,121,201
Arkansas State,Louisiana,43,47,270,319,208,228
Tulane,Tulsa,24,17,92,180,312,135
New Mexico State,Texas State,20,27,275,113,153,239
UAB,UTEP,19,0,92,101,265,19
Tennessee,South Carolina,24,27,207,152,144,224
Florida International,Western Kentucky,38,17,171,144,197,168
Hawai'i,Fresno State,20,50,286,348,88,214
San Diego State,Nevada,24,28,283,235,173,62
