Abilene Christian,75.0,73.0,715.0,699.0,276.0,284.0,2
Georgia State,121.0,164.0,1326.0,1022.0,501.0,786.0,4
Texas A&M,148.0,44.0,1215.0,746.0,605.0,409.0,3
South Carolina,147.0,144.0,1140.0,1246.0,630.0,674.0,4
Boise State,122.0,89.0,1093.0,1237.0,773.0,214.0,4
Ole Miss,132.0,31.0,1094.0,453.0,465.0,435.0,3
Wake Forest,57.0,60.0,645.0,574.0,68.0,300.0,3
Louisiana Monroe,55.0,72.0,650.0,574.0,329.0,334.0,3
Eastern Illinois,20.0,42.0,310.0,156.0,99.0,182.0,1
Minnesota,108.0,81.0,399.0,1009.0,945.0,526.0,4
Howard,25.0,79.0,236.0,688.0,407.0,222.0,2
Akron,61.0,69.0,859.0,629.0,274.0,538.0,3
Presbyterian College,3.0,97.0,188.0,406.0,191.0,689.0,2
Northern Illinois,140.0,104.0,856.0,992.0,1099.0,455.0,4
Chattanooga,16.0,20.0,150.0,173.0,106.0,148.0,1
Central Michigan,71.0,97.0,706.0,760.0,444.0,655.0,4
Idaho State,34.0,96.0,465.0,467.0,280.0,549.0,2
Utah,141.0,51.0,824.0,631.0,577.0,352.0,3
Cal Poly,10.0,28.0,6.0,158.0,259.0,197.0,1
New Mexico State,121.0,121.0,1067.0,493.0,668.0,1197.0,4
Tulane,65.0,123.0,653.0,634.0,581.0,754.0,3
Tulsa,66.0,133.0,941.0,922.0,342.0,692.0,3
Rutgers,120.0,100.0,912.0,1240.0,710.0,500.0,4
Washington State,51.0,65.0,921.0,391.0,44.0,429.0,2
Temple,120.0,38.0,626.0,321.0,472.0,567.0,3
Vanderbilt,78.0,157.0,657.0,1069.0,477.0,624.0,4
Jacksonville State,7.0,45.0,222.0,354.0,22.0,211.0,1
Michigan State,72.0,53.0,697.0,540.0,334.0,195.0,2
BYU,150.0,75.0,876.0,1102.0,921.0,354.0,4
Connecticut,64.0,106.0,756.0,857.0,244.0,519.0,4
Villanova,26.0,27.0,199.0,184.0,190.0,136.0,1
Syracuse,87.0,63.0,578.0,662.0,795.0,313.0,3
Bowling Green,141.0,176.0,1152.0,1349.0,681.0,1115.0,4
Western Kentucky,140.0,123.0,1459.0,987.0,367.0,539.0,3
Colorado State,104.0,75.0,1020.0,793.0,518.0,637.0,3
Colorado,103.0,119.0,1159.0,759.0,640.0,725.0,4
UT San Antonio,63.0,76.0,482.0,780.0,336.0,359.0,3
Houston,126.0,74.0,886.0,642.0,657.0,698.0,4
UNLV,74.0,165.0,916.0,1043.0,602.0,1221.0,4
Arizona,168.0,109.0,1463.0,1181.0,912.0,541.0,4
Florida State,97.0,60.0,958.0,581.0,329.0,512.0,3
Oklahoma State,114.0,73.0,792.0,722.0,529.0,334.0,3
West Virginia,110.0,78.0,1096.0,539.0,416.0,631.0,3
Alabama,168.0,56.0,1343.0,753.0,1034.0,248.0,4
South Dakota,13.0,62.0,198.0,380.0,172.0,293.0,1
Oregon,156.0,54.0,991.0,825.0,729.0,450.0,3
Louisiana Tech,106.0,89.0,746.0,665.0,390.0,465.0,3
