Georgia Tech,Miami,14,20,1
Boise State,Fresno State,10,50,0
Tennessee,Florida,50,1,1
Texas Tech,Texas,50,2,1
USC,Washington,3,50,1
North Texas,Alabama,50,4,1
Temple,Penn State,50,5,1
Southeastern Louisiana,Ole Miss,100,5,1
Florida State,BYU,50,7,0
California,Minnesota,8,50,0
Louisiana,LSU,50,9,1
Ohio State,Toledo,11,50,0
Tulsa,Oklahoma,50,12,1
Nebraska,Virginia Tech,19,13,1
Texas State,TCU,50,15,1
Rice,Oklahoma State,50,16,1
Cincinnati,Oregon State,17,50,0
Utah,Oregon,18,50,1
Duke,Kansas,50,22,1
Georgia,Arkansas,23,50,0
East Carolina,North Carolina,50,24,1
Eastern Michigan,Michigan,50,25,1
Louisville,Kentucky,50,50,1
Boston College,Clemson,50,50,1
Wofford,Wisconsin,100,50,1
Ball State,Army,50,50,1
Northern Illinois,Purdue,50,50,0
Furman,Missouri,100,50,1
Wyoming,Colorado,50,50,1
Michigan State,Notre Dame,50,50,1
Middle Tennessee,Maryland,50,50,0
UAB,Troy,50,50,1
Virginia,Southern Mississippi,50,100,1
Indiana,Akron,50,50,0
Alcorn State,Central Michigan,100,50,1
Arizona,Iowa,50,50,1
SMU,Washington State,50,50,1
Connecticut,Baylor,100,50,0
Florida Intl,Rutgers,100,50,1
Nevada,Colorado State,50,50,1
San Diego State,Idaho,50,100,1
Gardner-Webb,NC State,100,50,1
Elon,Wake Forest,100,50,1
Northwestern,Syracuse,50,50,1
Cal Poly,Ohio,100,50,1
Central Arkansas,Western Kentucky,100,50,0
Charleston Southern,South Florida,100,50,1
Mississippi State,Vanderbilt,50,50,0
Bowling Green,Marshall,50,50,1
Iowa State,Kent State,50,50,0
Nicholls State,Louisiana Tech,100,50,1
Florida Atlantic,South Carolina,50,50,1
Miami (OH),Western Michigan,50,50,1
Buffalo,UCF,50,50,1
Air Force,New Mexico,50,50,0
West Virginia,Auburn,50,50,1
UTEP,New Mexico State,50,50,0
San Jose State,Stanford,50,50,1
Louisiana Monroe,Arizona State,100,50,1
Hawai'i,UNLV,50,50,1
