Ohio,Bowling Green,50,50,1
Buffalo,Toledo,50,50,1
Ball State,Northern Illinois,50,15,1
Miami (OH),Kent State,50,50,1
Georgia Tech,Clemson,50,8,1
Marshall,Tulsa,50,50,0
Washington,UCLA,50,13,1
Alabama,Mississippi State,1,50,0
Syracuse,Florida State,50,2,1
Ohio State,Illinois,3,50,0
Stanford,USC,4,50,1
Texas Tech,Baylor,50,5,1
Utah,Oregon,50,6,1
Georgia,Auburn,25,7,1
Florida,South Carolina,50,10,1
Oklahoma State,Texas,12,24,0
Michigan State,Nebraska,16,50,0
UCF,Temple,17,50,0
Iowa State,Oklahoma,50,18,1
Oregon State,Arizona State,50,19,1
Houston,Louisville,50,20,1
Indiana,Wisconsin,50,22,1
Miami,Duke,23,50,1
Troy,Ole Miss,50,50,1
Cincinnati,Rutgers,50,50,0
Purdue,Penn State,50,50,1
West Virginia,Kansas,50,50,1
Central Michigan,Western Michigan,50,50,0
Kentucky,Vanderbilt,50,50,1
North Carolina,Pittsburgh,50,50,0
NC State,Boston College,50,50,1
Florida Atlantic,Southern Mississippi,50,100,0
Maryland,Virginia Tech,50,50,0
Campbell,Old Dominion,100,50,1
Akron,UMass,50,50,0
UAB,East Carolina,50,50,1
Washington State,Arizona,50,50,0
Louisiana,Georgia State,50,50,0
Connecticut,SMU,100,50,1
Idaho State,BYU,100,50,1
TCU,Kansas State,50,50,1
South Alabama,Navy,50,50,1
Michigan,Northwestern,50,50,0
California,Colorado,50,50,1
Memphis,South Florida,50,50,0
Louisiana Tech,Rice,50,50,1
Colorado State,New Mexico,50,50,0
Texas State,Arkansas State,50,50,1
Florida Intl,UTEP,100,50,1
Wyoming,Boise State,50,50,1
San Diego State,Hawai'i,50,50,0
San Jose State,Nevada,50,50,1
